run,split,graph_id,interaction_id,label,repeat,reason,function,category
reentrancy_only,train,FORGE::vfp_00045::PDPVerifier,i:createProofSet,0,3,protected_reentrancy_like,createProofSet,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00045::PDPVerifier,i:deleteProofSet,0,3,protected_reentrancy_like,deleteProofSet,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00045::PDPVerifier,i:addRoots,0,3,protected_reentrancy_like,addRoots,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00045::PDPVerifier,i:scheduleRemovals,0,3,protected_reentrancy_like,scheduleRemovals,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00045::PDPVerifier,i:provePossession,0,3,protected_reentrancy_like,provePossession,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00045::PDPVerifier,i:nextProvingPeriod,1,6,true_positive,nextProvingPeriod,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00224::OidcRecoveryValidator,i:startRecovery,1,6,true_positive,startRecovery,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00221::LimitOrderHook,i:_afterSwap,1,6,true_positive,_afterSwap,other recurring pattern
reentrancy_only,train,FORGE::vfp_00221::LimitOrderHook,i:placeOrder,0,3,protected_reentrancy_like,placeOrder,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00221::LimitOrderHook,i:cancelOrder,1,6,true_positive,cancelOrder,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00221::LimitOrderHook,i:_handlePlaceCallback,1,6,true_positive,_handlePlaceCallback,possible mislabeled negative
reentrancy_only,train,FORGE::vfp_00221::LimitOrderHook,i:_handleCancelCallback,1,6,true_positive,_handleCancelCallback,other recurring pattern
reentrancy_only,train,FORGE::vfp_00234::mErc20Host,i:_verifyProof,1,6,true_positive,_verifyProof,protected reentrancy-like pattern
reentrancy_only,train,FORGE::vfp_00032::CurveConvexLib,i:unstakeAndExitPool,1,6,true_positive,unstakeAndExitPool,external call after state update
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26::StakefishERC721Wrapper,i:mintTo,1,6,true_positive,mintTo,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26::StakefishERC721Wrapper,i:redeemTo,0,3,protected_reentrancy_like,redeemTo,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26::StakefishERC20Wrapper,i:redeemTo,0,3,protected_reentrancy_like,redeemTo,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::WETH9,i:withdraw,0,3,protected_reentrancy_like,withdraw,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::TokenTimelock,i:claim,0,3,protected_reentrancy_like,claim,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyBreeding,i:_createKitty,0,3,protected_reentrancy_like,_createKitty,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyBreeding,i:setGeneScienceAddress,0,3,protected_reentrancy_like,setGeneScienceAddress,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyBreeding,i:giveBirth,0,3,protected_reentrancy_like,giveBirth,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::ClockAuctionBase,i:_bid,0,3,protected_reentrancy_like,_bid,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::ClockAuction,i:_bid,0,3,protected_reentrancy_like,_bid,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::SiringClockAuction,i:_bid,0,3,protected_reentrancy_like,_bid,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::SaleClockAuction,i:_bid,0,3,protected_reentrancy_like,_bid,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyAuction,i:_createKitty,0,3,protected_reentrancy_like,_createKitty,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyAuction,i:giveBirth,0,3,protected_reentrancy_like,giveBirth,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyAuction,i:setSaleAuctionAddress,0,3,protected_reentrancy_like,setSaleAuctionAddress,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyAuction,i:setSiringAuctionAddress,0,3,protected_reentrancy_like,setSiringAuctionAddress,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyAuction,i:createSaleAuction,0,3,protected_reentrancy_like,createSaleAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyAuction,i:createSiringAuction,0,3,protected_reentrancy_like,createSiringAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyAuction,i:bidOnSiringAuction,0,3,protected_reentrancy_like,bidOnSiringAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,i:_createKitty,0,3,protected_reentrancy_like,_createKitty,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,i:giveBirth,0,3,protected_reentrancy_like,giveBirth,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,i:setSaleAuctionAddress,0,3,protected_reentrancy_like,setSaleAuctionAddress,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,i:setSiringAuctionAddress,0,3,protected_reentrancy_like,setSiringAuctionAddress,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,i:createSaleAuction,0,3,protected_reentrancy_like,createSaleAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,i:createSiringAuction,0,3,protected_reentrancy_like,createSiringAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,i:bidOnSiringAuction,0,3,protected_reentrancy_like,bidOnSiringAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,i:createGen0Auction,0,3,protected_reentrancy_like,createGen0Auction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,i:_createKitty,0,3,protected_reentrancy_like,_createKitty,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,i:giveBirth,0,3,protected_reentrancy_like,giveBirth,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,i:setSaleAuctionAddress,0,3,protected_reentrancy_like,setSaleAuctionAddress,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,i:setSiringAuctionAddress,0,3,protected_reentrancy_like,setSiringAuctionAddress,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,i:createSaleAuction,0,3,protected_reentrancy_like,createSaleAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,i:createSiringAuction,0,3,protected_reentrancy_like,createSiringAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,i:bidOnSiringAuction,0,3,protected_reentrancy_like,bidOnSiringAuction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,i:createGen0Auction,0,3,protected_reentrancy_like,createGen0Auction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::AdaptedERC721,i:balanceOf,0,3,protected_reentrancy_like,balanceOf,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::AdaptedERC721,i:_mint,0,3,protected_reentrancy_like,_mint,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::AdaptedERC721,i:_transferFrom,0,3,protected_reentrancy_like,_transferFrom,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::NonFungibleToken,i:balanceOf,0,3,protected_reentrancy_like,balanceOf,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::NonFungibleToken,i:_mint,0,3,protected_reentrancy_like,_mint,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::NonFungibleToken,i:_transferFrom,0,3,protected_reentrancy_like,_transferFrom,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Swap,i:transferToken,0,3,protected_reentrancy_like,transferToken,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Delegate,i:provideOrder,0,3,protected_reentrancy_like,provideOrder,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Delegate,i:setRuleAndIntent,0,3,protected_reentrancy_like,setRuleAndIntent,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Indexer,i:setIntent,0,3,protected_reentrancy_like,setIntent,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Indexer,i:_updateIntent,0,3,protected_reentrancy_like,_updateIntent,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::CoreVoting,i:vote,0,3,protected_reentrancy_like,vote,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::CoreVoting,i:execute,1,6,true_positive,execute,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::VestingVault,i:withdraw,0,3,protected_reentrancy_like,withdraw,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::Timelock,i:execute,0,3,protected_reentrancy_like,execute,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::Spender,i:_spend,0,3,protected_reentrancy_like,_spend,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::OptimisticGrants,i:withdraw,0,3,protected_reentrancy_like,withdraw,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::OptimisticGrants,i:claim,0,3,protected_reentrancy_like,claim,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::Airdrop,i:reclaim,0,3,protected_reentrancy_like,reclaim,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::TestVestingVault,i:withdraw,0,3,protected_reentrancy_like,withdraw,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::WETH,i:withdraw,0,3,protected_reentrancy_like,withdraw,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::SwapToPrice,i:swapToPrice,0,3,protected_reentrancy_like,swapToPrice,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::LeveragePool,i:deposit,0,3,protected_reentrancy_like,deposit,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::LeveragePool,i:withdraw,0,3,protected_reentrancy_like,withdraw,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::LeveragePool,i:withdrawCollateral,0,3,protected_reentrancy_like,withdrawCollateral,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::LeveragePool,i:withdrawAdminFees,0,3,protected_reentrancy_like,withdrawAdminFees,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::LeveragePool,i:_addPool,0,3,protected_reentrancy_like,_addPool,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ReserveTracker,i:refreshFRAXCurveTWAP,0,3,protected_reentrancy_like,refreshFRAXCurveTWAP,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ComboOracle,i:_setTokenInfo,0,3,protected_reentrancy_like,_setTokenInfo,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::PIDController,i:refreshCollateralRatio,0,3,protected_reentrancy_like,refreshCollateralRatio,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FRAXOracleWrapper,i:consult,0,3,protected_reentrancy_like,consult,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ComboOracle_UniV2_UniV3,i:uniV2LPPriceInfo,0,3,protected_reentrancy_like,uniV2LPPriceInfo,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Storage,i:_setImplementation,0,3,protected_reentrancy_like,_setImplementation,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Storage,i:_setBeacon,0,3,protected_reentrancy_like,_setBeacon,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Storage,i:_setAdmin,0,3,protected_reentrancy_like,_setAdmin,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Upgrade,i:_setImplementation,0,3,protected_reentrancy_like,_setImplementation,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Upgrade,i:_setBeacon,0,3,protected_reentrancy_like,_setBeacon,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Upgrade,i:_setAdmin,0,3,protected_reentrancy_like,_setAdmin,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UpgradeabilityProxy,i:_setImplementation,0,3,protected_reentrancy_like,_setImplementation,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::AdminUpgradeabilityProxy,i:_setImplementation,0,3,protected_reentrancy_like,_setImplementation,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Proxy,i:_setImplementation,0,3,protected_reentrancy_like,_setImplementation,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Proxy,i:_setBeacon,0,3,protected_reentrancy_like,_setBeacon,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Proxy,i:_setAdmin,0,3,protected_reentrancy_like,_setAdmin,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::CrossChainBridgeBacker,i:addAMO,0,3,protected_reentrancy_like,addAMO,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Timelock,i:executeTransaction,0,3,protected_reentrancy_like,executeTransaction,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::GovernorBravoDelegate,i:propose,0,3,protected_reentrancy_like,propose,protected reentrancy-like pattern
reentrancy_only,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::GovernorBravoDelegate,i:queue,0,3,protected_reentrancy_like,queue,protected reentrancy-like pattern
