split,graph_id,contract,interaction_id,function,label,status,confidence,source_path,source_span,external_calls,state_vars
train,FORGE::vfp_00007::Folio,Folio,i:createTrustedFill,createTrustedFill,0,scope_default,,Folio.sol,Folio.sol#L735-L768,"AuctionLib.getBid(
            auction,
            totalSupply(),
            block.timestamp,
            auction.sell|auction.sellToken.balanceOf(address(this))|auction.buyToken.balanceOf(address(this))|trustedFillerRegistry.createTrustedFiller(msg.sender, targetFiller, deploymentSalt)|filler.initialize(address(this), auction.sellToken, auction.buyToken, sellAmount, buyAmount)",activeTrustedFill|auctions|rebalance|trustedFillerEnabled|trustedFillerRegistry
train,FORGE::vfp_00007::Folio,Folio,i:_totalAssets,_totalAssets,0,scope_default,,Folio.sol,Folio.sol#L831-L839,basket.values(),basket
train,FORGE::vfp_00007::Folio,Folio,i:_balanceOfToken,_balanceOfToken,0,scope_default,,Folio.sol,Folio.sol#L842-L851,token.balanceOf(address(this))|activeTrustedFill.sellToken()|token.balanceOf(address(activeTrustedFill)),activeTrustedFill
train,FORGE::vfp_00007::Folio,Folio,i:_getPendingFeeShares,_getPendingFeeShares,0,scope_default,,Folio.sol,Folio.sol#L855-L899,"daoFeeRegistry.getFeeDetails(
            address(this)
        )",daoFeeRegistry|daoPendingFeeShares|feeRecipientsPendingFeeShares|lastPoke|tvlFee
train,FORGE::vfp_00007::Folio,Folio,i:_setFeeRecipients,_setFeeRecipients,0,scope_default,,Folio.sol,Folio.sol#L926-L958,feeRecipients.pop()|feeRecipients.push(_feeRecipients[i]),feeRecipients
train,FORGE::vfp_00007::Folio,Folio,i:_addToBasket,_addToBasket,0,scope_default,,Folio.sol,Folio.sol#L990-L995,basket.add(token),basket
train,FORGE::vfp_00007::Folio,Folio,i:_removeFromBasket,_removeFromBasket,0,scope_default,,Folio.sol,Folio.sol#L997-L1003,basket.remove(token),basket|rebalance
train,FORGE::vfp_00007::Folio,Folio,i:_closeTrustedFill,_closeTrustedFill,0,scope_default,,Folio.sol,Folio.sol#L1020-L1026,activeTrustedFill.closeFiller(),activeTrustedFill
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:burnFee,burnFee,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L150-L154,"BURN_ACTOR.call{value: amount}("""")",BURN_ACTOR
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:createProofSet,createProofSet,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L273-L295,"payable(msg.sender).transfer(msg.value - sybilFee)|PDPListener(listenerAddr).proofSetCreated(setId, msg.sender, extraData)",EXTRA_DATA_MAX_SIZE|NO_CHALLENGE_SCHEDULED|NO_PROVEN_EPOCH|nextChallengeEpoch|nextProofSetId|proofSetLastProvenEpoch|proofSetLeafCount|proofSetListener|proofSetOwner
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:deleteProofSet,deleteProofSet,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L298-L316,"PDPListener(listenerAddr).proofSetDeleted(setId, deletedLeafCount, extraData)",EXTRA_DATA_MAX_SIZE|NO_PROVEN_EPOCH|nextChallengeEpoch|nextProofSetId|proofSetLastProvenEpoch|proofSetLeafCount|proofSetListener|proofSetOwner
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:addRoots,addRoots,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L327-L348,"PDPListener(listenerAddr).rootsAdded(setId, firstAdded, rootData, extraData)",EXTRA_DATA_MAX_SIZE|nextRootId|proofSetListener|proofSetOwner
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:scheduleRemovals,scheduleRemovals,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L374-L389,"PDPListener(listenerAddr).rootsScheduledRemove(setId, rootIds, extraData)",EXTRA_DATA_MAX_SIZE|MAX_ENQUEUED_REMOVALS|nextRootId|proofSetListener|proofSetOwner|scheduledRemovals
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:provePossession,provePossession,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L400-L450,"PDPListener(listenerAddr).possessionProven(setId, proofSetLeafCount[setId], seed, proofs.length)",NO_CHALLENGE_SCHEDULED|challengeRange|nextChallengeEpoch|nextRootId|proofSetLastProvenEpoch|proofSetLeafCount|proofSetListener|proofSetOwner
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:calculateAndBurnProofFee,calculateAndBurnProofFee,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L465-L483,payable(msg.sender).transfer(msg.value - proofFee),challengeRange|proofSetLastProvenEpoch
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:getRandomness,getRandomness,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L494-L503,RANDOMNESS_PRECOMPILE.staticcall(abi.encodePacked(epoch)),RANDOMNESS_PRECOMPILE
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:nextProvingPeriod,nextProvingPeriod,1,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L523-L564,"PDPListener(listenerAddr).nextProvingPeriod(setId, nextChallengeEpoch[setId], proofSetLeafCount[setId], extraData)",EXTRA_DATA_MAX_SIZE|NO_CHALLENGE_SCHEDULED|NO_PROVEN_EPOCH|challengeFinality|challengeRange|nextChallengeEpoch|proofSetLastProvenEpoch|proofSetLeafCount|proofSetListener|proofSetOwner|scheduledRemovals
train,FORGE::vfp_00045::PDPVerifier,PDPVerifier,i:getFILUSDPrice,getFILUSDPrice,0,scope_default,,PDPVerifier.sol,PDPVerifier.sol#L698-L708,"PYTH.getPriceNoOlderThan(
            FIL_USD_PRICE_FEED_ID,
            SECONDS_IN_DAY
        )",FIL_USD_PRICE_FEED_ID|PYTH|SECONDS_IN_DAY
train,FORGE::vfp_00224::OidcRecoveryValidator,OidcRecoveryValidator,i:onInstall,onInstall,0,scope_default,,OidcRecoveryValidator.sol,OidcRecoveryValidator.sol#L139-L151,asValidator.isModuleValidator(webAuthValidator),webAuthValidator
train,FORGE::vfp_00224::OidcRecoveryValidator,OidcRecoveryValidator,i:startRecovery,startRecovery,1,scope_default,,OidcRecoveryValidator.sol,OidcRecoveryValidator.sol::startRecovery#231-233,"keyRegistryContract.hashIssuer(oidcData.iss)|keyRegistryContract.getKey(issHash, data.kid)",PUB_SIGNALS_LENGTH|accountData|keyRegistry|verifier
train,FORGE::vfp_00221::LimitOrderHook,LimitOrderHook,i:_afterInitialize,_afterInitialize,0,scope_default,,LimitOrderHook.sol,LimitOrderHook.sol#L183-L188,key.toId(),tickLowerLasts
train,FORGE::vfp_00221::LimitOrderHook,LimitOrderHook,i:_afterSwap,_afterSwap,1,scope_default,,LimitOrderHook.sol,LimitOrderHook.sol::_afterSwap#209|LimitOrderHook.sol#563,key.toId()|key.toId(),tickLowerLasts
train,FORGE::vfp_00221::LimitOrderHook,LimitOrderHook,i:placeOrder,placeOrder,0,scope_default,,LimitOrderHook.sol,LimitOrderHook.sol#L221-L272,"orderId.equals(ORDER_ID_DEFAULT)|orderIdNext.unsafeIncrement()|poolManager.unlock(
            abi.encode(
                CallbackData(
                    Callbacks.PlaceOrder, abi.",ORDER_ID_DEFAULT|orderIdNext|orderInfos
train,FORGE::vfp_00221::LimitOrderHook,LimitOrderHook,i:cancelOrder,cancelOrder,1,scope_default,,LimitOrderHook.sol,LimitOrderHook.sol::cancelOrder#281|LimitOrderHook.sol::cancelOrder#313,"poolManager.unlock(
                abi.encode(
                    CallbackData(
                        Callbacks.Canc",orderInfos
train,FORGE::vfp_00221::LimitOrderHook,LimitOrderHook,i:_handlePlaceCallback,_handlePlaceCallback,1,scope_default,,LimitOrderHook.sol,LimitOrderHook.sol::_handlePlaceCallback#425|LimitOrderHook.sol::_handlePlaceCallback#430|LimitOrderHook.sol::_handlePlaceCallback#442-458,"IPoolManager.ModifyLiquidityParams({
                tickLower: placeData.tickLower,
                tickUpper: placeDat|delta.amount0()|delta.amount1()|key.currency0.settle(poolManager, placeData.owner, uint256(uint128(-delta.amount0())), false)|delta.amount0()|key.currency1.settle(poolManager, placeData.owner, uint256(uint128(-delta.amount1())), false)",ZERO_BYTES
train,FORGE::vfp_00221::LimitOrderHook,LimitOrderHook,i:_handleCancelCallback,_handleCancelCallback,1,scope_default,,LimitOrderHook.sol,LimitOrderHook.sol::_handleCancelCallback#466,"IPoolManager.ModifyLiquidityParams({
                tickLower: cancelData.tickLower,
                tickUpper: tickUpp|feesAccrued.amount0()|poolManager.mint(
                    address(this), cancelData.key.currency0.toId(), amount0Fee = uint128(feesAccrued.a|cancelData.key.currency0.toId()|feesAccrued.amount0()|feesAccrued.amount1()|poolManager.mint(
                    address(this), cancelData.key.currency1.toId(), amount1Fee = uint128(feesAccrued.a|cancelData.key.currency1.toId()|feesAccrued.amount1()|principalDelta.amount0()|cancelData.key.currency0.take(poolManager, cancelData.to, uint256(uint128(principalDelta.amount0())), false)|principalDelta.amount0()|principalDelta.amount1()|cancelData.key.currency1.take(poolManager, cancelData.to, uint256(uint128(principalDelta.amount1())), false)|principalDelta.amount1()",ZERO_BYTES
train,FORGE::vfp_00221::LimitOrderHook,LimitOrderHook,i:_fillOrder,_fillOrder,0,scope_default,,LimitOrderHook.sol,LimitOrderHook.sol#L553-L606,"IPoolManager.ModifyLiquidityParams({
                    tickLower: tickLower,
                    tickUpper: tickLower |delta.amount0()|poolManager.mint(address(this), key.currency0.toId(), amount0 = uint128(delta.amount0()))|key.currency0.toId()|delta.amount0()|delta.amount1()|poolManager.mint(address(this), key.currency1.toId(), amount1 = uint128(delta.amount1()))|key.currency1.toId()|delta.amount1()",ORDER_ID_DEFAULT|ZERO_BYTES|orderInfos
train,FORGE::vfp_00234::mErc20Host,mErc20Host,i:_getGasFees,_getGasFees,0,scope_default,,mErc20Host.sol,mErc20Host.sol#L353-L356,gasHelper.gasFees(dstChain),gasHelper
train,FORGE::vfp_00234::mErc20Host,mErc20Host,i:_verifyProof,_verifyProof,1,scope_default,,mErc20Host.sol,mErc20Host.sol::_verifyProof#378-399|viewcalls.rs#get_env_input_for_l1_inclusion_and_l2_block_number#933-970|validators.rs#195,"verifier.verifyInput(journalData, seal)",verifier
train,FORGE::vfp_00032::CurveConvexLib,CurveConvexLib,i:checkReentrancyContext,checkReentrancyContext,0,scope_default,,CurveConvex2Token.sol,CurveConvex2Token.sol#L146-L160,"ICurve2TokenPoolV1(CURVE_POOL).remove_liquidity(0, minAmounts)|ICurveStableSwapNG(CURVE_POOL).totalSupply()|ICurve2TokenPoolV2(CURVE_POOL).remove_liquidity(1, minAmounts, true, address(this))",CURVE_INTERFACE|CURVE_POOL
train,FORGE::vfp_00032::CurveConvexLib,CurveConvexLib,i:initialApproveTokens,initialApproveTokens,0,scope_default,,CurveConvex2Token.sol,CurveConvex2Token.sol#L169-L178,"ERC20(TOKEN_1).checkApprove(address(CURVE_POOL), type(uint256).max)|ERC20(TOKEN_2).checkApprove(address(CURVE_POOL), type(uint256).max)|CURVE_POOL_TOKEN.checkApprove(address(CONVEX_BOOSTER), type(uint256).max)|CURVE_POOL_TOKEN.checkApprove(address(CURVE_GAUGE), type(uint256).max)",CONVEX_BOOSTER|CURVE_GAUGE|CURVE_POOL|CURVE_POOL_TOKEN|TOKEN_1|TOKEN_2
train,FORGE::vfp_00032::CurveConvexLib,CurveConvexLib,i:joinPoolAndStake,joinPoolAndStake,0,scope_default,,CurveConvex2Token.sol,CurveConvex2Token.sol#L180-L196,WETH.withdraw(msgValue),TOKEN_1|TOKEN_2
train,FORGE::vfp_00032::CurveConvexLib,CurveConvexLib,i:unstakeAndExitPool,unstakeAndExitPool,1,scope_default,,CurveConvex2Token.sol,CurveConvex2Token.sol::unstakeAndExitPool#205-211,WETH.deposit{value: exitBalances[0]}()|WETH.deposit{value: exitBalances[1]}(),ASSET|TOKEN_1|TOKEN_2
train,FORGE::vfp_00032::CurveConvexLib,CurveConvexLib,i:transferYieldTokenToOwner,transferYieldTokenToOwner,0,scope_default,,CurveConvex2Token.sol,CurveConvex2Token.sol#L214-L217,"CURVE_POOL_TOKEN.safeTransfer(owner, yieldTokens)",CURVE_POOL_TOKEN
train,FORGE::vfp_00032::CurveConvexLib,CurveConvexLib,i:_enterPool,_enterPool,0,scope_default,,CurveConvex2Token.sol,CurveConvex2Token.sol#L219-L242,"ICurveStableSwapNG(CURVE_POOL).add_liquidity{value: msgValue}(
                _amounts, minPoolClaim
            )|ICurve2TokenPoolV1(CURVE_POOL).add_liquidity{value: msgValue}(
                amounts, minPoolClaim
            )|ICurve2TokenPoolV2(CURVE_POOL).add_liquidity{value: msgValue}(
                amounts, minPoolClaim, 0 < msgValue // us",CURVE_INTERFACE|CURVE_POOL
