review_priority,contract_id,source_path,function_name,source_span,predicted_score,current_label,vulnerability_type,risk_evidence,safety_protection_evidence,detected_safety_features,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,interaction_id,suggested_category,category,evidence,safety_feature_count
,DAPP::DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd::PronteraV2,DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd/PronteraV2.sol,depositToken,DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd/PronteraV2.sol#L1044-L1069,0.9094649285982394,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary,require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary,"L17: tokens[i].safeTransfer(juno, tokenAmounts[i]);",L10: PoolInfo storage pool = poolInfo[izlude];,"nonReentrant/modifier | L9: require(tokens.length == tokenAmounts.length, ""length mismatch"");","12:         uint256 beforeBal = want.balanceOf(address(this));\n13: \n14:         for (uint256 i = 0; i < tokens.length; i++) {\n15:             require(_safeERC20TransferIn(tokens[i], tokenAmounts[i]) == tokenAmounts[i], ""!amount"");\n16:             if (tokens[i] != want) {\n17:                 tokens[i].safeTransfer(juno, tokenAmounts[i]);\n18:             }\n19:         }\n20:         juno.functionCall(data, ""juno: failed"");\n21: \n22:         uint256 amount = want.balanceOf(address(this)) - beforeBal;\n23:         require(amount >= amountOutMin, ""insufficient output amount"");\n24:         _deposit(msg.sender, izlude, want, amount);\n25:         emit DepositToken(msg.sender, izlude, tokenAmounts, amount);",i:depositToken,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344::TestAllocateCallback,DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/test/callbacks/TestAllocateCallback.sol,allocateCallback,DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/test/callbacks/TestAllocateCallback.sol#L9-L33,0.9093824248472437,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|state_update_after_external_call|trusted_or_fixed_callee,state_update_before_external_call|state_update_after_external_call|trusted_or_fixed_callee,,L9: address token0 = risky();,,"1: function allocateCallback(\n2:         uint256 delRisky,\n3:         uint256 delStable,\n4:         bytes calldata data\n5:     ) public {\n6:         data;\n7: \n8:         if (scenario == Scenario.FAIL) return;\n9:         address token0 = risky();\n10:         address token1 = stable();\n11:         address from = getCaller();\n12: \n13:         if (scenario == Scenario.SUCCESS) {\n14:             IERC20(token0).transferFrom(from, msg.sender, delRisky);",i:allocateCallback,ambiguous,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8::UniswapPCVDeposit,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/pcv/uniswap/UniswapPCVDeposit.sol,withdraw,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/pcv/uniswap/UniswapPCVDeposit.sol#L72-L101,0.9067939703457306,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L25: SafeERC20.safeTransfer(IERC20(token), to, amountWithdrawn);",L7: uint256 totalUnderlying = balance();,L8: require(,"20:         uint256 liquidityToWithdraw =\n21:             ratioToWithdraw.mul(totalLiquidity).asUint256();\n22: \n23:         // Withdraw liquidity from the pair and send to target\n24:         uint256 amountWithdrawn = _removeLiquidity(liquidityToWithdraw);\n25:         SafeERC20.safeTransfer(IERC20(token), to, amountWithdrawn);\n26: \n27:         _burnFeiHeld(); // burn remaining FEI\n28: \n29:         emit Withdrawal(msg.sender, to, amountWithdrawn);\n30:     }",i:withdraw,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
,FORGE::vfp_00116::L2Mailbox,L2Mailbox.sol,relayMsg,L2Mailbox.sol#L85-L108,0.9066038348032383,0,,external call plus guard/modifier/state-update signal,return_value_checked|require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|contract_modifier_access_summary|contract_inheritance_modifier_summary,return_value_checked|require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|contract_modifier_access_summary|contract_inheritance_modifier_summary,,"L11: bytes32 hash_ = keccak256(_encodeCall(sender_, target_, value_, nonce_, msg_));","nonReentrant/modifier | L9: require(_msgSender() == l1MailBox, ""Caller is not L1Mailbox"");","1: function relayMsg(\n2:         address sender_,\n3:         address target_,\n4:         uint256 value_,\n5:         uint256 nonce_,\n6:         bytes calldata msg_\n7:     ) external override whenNotPaused nonReentrant {\n8:         // here l1MailBox will be set as L2Relayer 0x5100000000000000000000000000000000000000\n9:         require(_msgSender() == l1MailBox, ""Caller is not L1Mailbox"");\n10: \n11:         bytes32 hash_ = keccak256(_encodeCall(sender_, target_, value_, nonce_, msg_));\n12:         bytes32 rollinghash = _getRollingHash(hash_);\n13:         emit RollingHash(rollinghash);\n14:         _receiveMsgCheck(hash_);",i:relayMsg,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8::OtcEscrow,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/utils/OtcEscrow.sol,revoke,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/utils/OtcEscrow.sol#L58-L62,0.9053552559690505,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper,"L4: IERC20(sentToken).safeTransfer(recipient, sentTokenBalance);",L3: uint256 sentTokenBalance = IERC20(sentToken).balanceOf(address(this));,"L2: require(msg.sender == recipient, ""onlyRecipient"");","1: function revoke() external {\n2:         require(msg.sender == recipient, ""onlyRecipient"");\n3:         uint256 sentTokenBalance = IERC20(sentToken).balanceOf(address(this));\n4:         IERC20(sentToken).safeTransfer(recipient, sentTokenBalance);\n5:     }",i:revoke,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::Vault,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/Vault.sol,work,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/Vault.sol#L266-L331,0.9029832968057404,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|require_assert_guard_before_call|nonreentrant_modifier|only_owner_or_access_control|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary|access_control_signal,state_update_before_external_call|require_assert_guard_before_call|nonreentrant_modifier|only_owner_or_access_control|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L38: SafeToken.safeTransfer(token, worker, sendBEP20);",L13: id = nextPositionID++;,"nonReentrant/modifier | L9: require(fairLaunchPoolId != uint256(-1), ""Vault::work:: poolId not set""); | function work(
    uint256 id,
    address worker,
    uint256 principalAmount,
    uint256 loan,
    uint256 maxReturn,
    bytes calldata data
  ) external payable onlyEOAorWhitelisted transferTokenToVault(principalAmount) accrue(principalAmount) nonReentrant","33:     uint256 back;\n34:     {\n35:       uint256 sendBEP20 = principalAmount.add(loan);\n36:       require(sendBEP20 <= SafeToken.myBalance(token), ""Vault::work:: insufficient funds in the vault"");\n37:       uint256 beforeBEP20 = SafeToken.myBalance(token).sub(sendBEP20);\n38:       SafeToken.safeTransfer(token, worker, sendBEP20);\n39:       IWorker(worker).work(id, msg.sender, debt, data);\n40:       back = SafeToken.myBalance(token).sub(beforeBEP20);\n41:     }\n42:     // 4. Check and update position debt.\n43:     uint256 lessDebt = Math.min(debt, Math.min(back, maxReturn));\n44:     debt = debt.sub(lessDebt);\n45:     if (debt > 0) {\n46:       require(debt >= config.minDebtSize(), ""Vault::work:: too small debt size"");",i:work,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,9
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0::B3NewSale,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/B3NewSale.sol,buyBcubeUsingETH,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/B3NewSale.sol#L222-L236,0.9006188501812321,0,,external call plus guard/modifier/state-update signal,nonreentrant_modifier|contract_modifier_access_summary,nonreentrant_modifier|contract_modifier_access_summary,L13: wallet.transfer(msg.value);,L10: uint256 ethPrice = uint256(fetchETHPrice());,nonReentrant/modifier,"8:     {\n9:         uint256 allocation;\n10:         uint256 ethPrice = uint256(fetchETHPrice());\n11:         uint256 dollarUnits = ethPrice.mul(msg.value).div(1e18);\n12:         allocation = executeAllocation(dollarUnits);\n13:         wallet.transfer(msg.value);\n14:         emit LogBcubeBuyUsingEth(_msgSender(), msg.value, allocation);\n15:     }",i:buyBcubeUsingETH,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::veFXS_Solidity,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/FXS/veFXS_Solidity.sol,withdraw,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/FXS/veFXS_Solidity.sol#L722-L743,0.8986519901189919,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|require_assert_guard_before_call|nonreentrant_modifier|trusted_or_fixed_callee|contract_modifier_access_summary|contract_inheritance_modifier_summary,state_update_before_external_call|require_assert_guard_before_call|nonreentrant_modifier|trusted_or_fixed_callee|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L18: require(ERC20(token).transfer(msg.sender, value));",L2: LockedBalance memory _locked = locked[msg.sender];,"nonReentrant/modifier | L3: require(block.timestamp >= _locked.end, ""The lock didn't expire"");","13:         // old_locked can have either expired <= timestamp or zero end\n14:         // _locked has only 0 end\n15:         // Both can have >= 0 amount\n16:         _checkpoint(msg.sender, old_locked, _locked);\n17: \n18:         require(ERC20(token).transfer(msg.sender, value));\n19: \n20:         emit Withdraw(msg.sender, value, block.timestamp);\n21:         emit Supply(supply_before, supply_before - value);\n22:     }",i:withdraw,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_Gelato_FRAX_DAI,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_Gelato_FRAX_DAI.sol,_stakeLocked,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_Gelato_FRAX_DAI.sol#L342-L379,0.8961228094030186,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|safe_erc20_wrapper|contract_inheritance_modifier_summary,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|safe_erc20_wrapper|contract_inheritance_modifier_summary,"L15: TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);",L18: uint256 lock_multiplier = lockMultiplier(secs);,"L8: require(stakingPaused == false || valid_migrators[msg.sender] == true, ""Staking paused or in migration"");","10:         require(secs >= lock_time_min, ""Minimum stake time not met"");\n11:         require(secs <= lock_time_for_max_multiplier,""Trying to lock for too long"");\n12: \n13:         // Pull in the required token(s)\n14:         // Varies per farm\n15:         TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);\n16: \n17:         // Get the lock multiplier and kek_id\n18:         uint256 lock_multiplier = lockMultiplier(secs);\n19:         bytes32 kek_id = keccak256(abi.encodePacked(staker_address, start_timestamp, liquidity, _locked_liquidity[staker_address]));\n20: \n21:         // Create the locked stake\n22:         lockedStakes[staker_address].push(LockedStake(\n23:             kek_id,",i:_stakeLocked,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUnifiedFarm_ERC20,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/FraxUnifiedFarm_ERC20.sol,_stakeLocked,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/FraxUnifiedFarm_ERC20.sol#L342-L379,0.896122787209413,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|safe_erc20_wrapper|contract_inheritance_modifier_summary,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|safe_erc20_wrapper|contract_inheritance_modifier_summary,"L15: TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);",L18: uint256 lock_multiplier = lockMultiplier(secs);,"L8: require(stakingPaused == false || valid_migrators[msg.sender] == true, ""Staking paused or in migration"");","10:         require(secs >= lock_time_min, ""Minimum stake time not met"");\n11:         require(secs <= lock_time_for_max_multiplier,""Trying to lock for too long"");\n12: \n13:         // Pull in the required token(s)\n14:         // Varies per farm\n15:         TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);\n16: \n17:         // Get the lock multiplier and kek_id\n18:         uint256 lock_multiplier = lockMultiplier(secs);\n19:         bytes32 kek_id = keccak256(abi.encodePacked(staker_address, start_timestamp, liquidity, _locked_liquidity[staker_address]));\n20: \n21:         // Create the locked stake\n22:         lockedStakes[staker_address].push(LockedStake(\n23:             kek_id,",i:_stakeLocked,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Pool_USDC,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Frax/Pools/Pool_USDC.sol,recollateralizeFRAX,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Frax/Pools/Pool_USDC.sol#L382-L406,0.8950457565204482,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,state_update_before_external_call|require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L22: TransferHelper.safeTransferFrom(address(collateral_token), msg.sender, address(this), collateral_units_precision);",L3: uint256 collateral_amount_d18 = collateral_amount * (10 ** missing_decimals);,"L2: require(recollateralizePaused == false, ""Recollateralize is paused"");","17:         uint256 collateral_units_precision = collateral_units.div(10 ** missing_decimals);\n18: \n19:         uint256 fxs_paid_back = amount_to_recollat.mul(uint(1e6).add(bonus_rate).sub(recollat_fee)).div(fxs_price);\n20: \n21:         require(FXS_out_min <= fxs_paid_back, ""Slippage limit reached"");\n22:         TransferHelper.safeTransferFrom(address(collateral_token), msg.sender, address(this), collateral_units_precision);\n23:         FXS.pool_mint(msg.sender, fxs_paid_back);\n24: \n25:     }",i:recollateralizeFRAX,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,8
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxPool,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Frax/Pools/FraxPool.sol,recollateralizeFRAX,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Frax/Pools/FraxPool.sol#L382-L406,0.8950452637905487,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,state_update_before_external_call|require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L22: TransferHelper.safeTransferFrom(address(collateral_token), msg.sender, address(this), collateral_units_precision);",L3: uint256 collateral_amount_d18 = collateral_amount * (10 ** missing_decimals);,"L2: require(recollateralizePaused == false, ""Recollateralize is paused"");","17:         uint256 collateral_units_precision = collateral_units.div(10 ** missing_decimals);\n18: \n19:         uint256 fxs_paid_back = amount_to_recollat.mul(uint(1e6).add(bonus_rate).sub(recollat_fee)).div(fxs_price);\n20: \n21:         require(FXS_out_min <= fxs_paid_back, ""Slippage limit reached"");\n22:         TransferHelper.safeTransferFrom(address(collateral_token), msg.sender, address(this), collateral_units_precision);\n23:         FXS.pool_mint(msg.sender, fxs_paid_back);\n24: \n25:     }",i:recollateralizeFRAX,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,8
,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::Treasury,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/governance/Treasury.sol,distribute,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/governance/Treasury.sol#L264-L300,0.8948823495184001,0,,external call plus guard/modifier/state-update signal,state_update_after_external_call|require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,state_update_after_external_call|require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L28: IERC20(USDT).safeTransfer(team, _teamAmount);",L2: uint256 remaining = getRemaining();,"L6: require(_amount <= remaining, ""Treasury: amount exceeds remaining of contract"");","23:         curAmount = curAmount.sub(_teamAmount);\n24: \n25:         uint256 _repurchasedAmount = curAmount;\n26:         uint256 _burnedAmount = repurchase(_repurchasedAmount);\n27: \n28:         IERC20(USDT).safeTransfer(team, _teamAmount);\n29: \n30:         lpBonusAmount = lpBonusAmount.add(_lpBonusAmount);\n31:         nftBonusAmount = nftBonusAmount.add(_nftBonusAmount);\n32:         dsgLpBonusAmount = dsgLpBonusAmount.add(_dsgLpBonusAmount);\n33:         vDsgBonusAmount = vDsgBonusAmount.add(_vDsgBonusAmount);\n34:         totalDistributedFee = totalDistributedFee.add(_amount);\n35: \n36:         emit Distribute(_amount, _repurchasedAmount, _teamAmount, _nftBonusAmount, _burnedAmount);",i:distribute,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::BaseStrategy,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/strategies/BaseStrategy.sol,sweep,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/strategies/BaseStrategy.sol#L422-L432,0.8937747656069625,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|only_owner_or_access_control|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary|access_control_signal,require_assert_guard_before_call|only_owner_or_access_control|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L10: IERC20(_token).safeTransfer(to, IERC20(_token).balanceOf(address(this)));",L4: address[] memory __protectedTokens = _protectedTokens();,"L2: require(_token != address(want), ""93""); | function sweep(address _token, address to) external onlyRole(GUARDIAN_ROLE)","5:         for (uint256 i = 0; i < __protectedTokens.length; i++)\n6:             // In the strategy we use so far, the only protectedToken is the want token\n7:             // and this has been checked above\n8:             require(_token != __protectedTokens[i], ""93"");\n9: \n10:         IERC20(_token).safeTransfer(to, IERC20(_token).balanceOf(address(this)));\n11:     }",i:sweep,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d::Splitter,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/peripheral/Splitter.sol,yieldToMaker,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/peripheral/Splitter.sol#L116-L132,0.8927355883995332,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|contract_inheritance_modifier_summary,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|contract_inheritance_modifier_summary,,,L3: require(,"1: function yieldToMaker(address user, uint256 yDaiAmount, uint256 wethAmount) public {\n2:         // The user specifies the yDai he wants to move, and the weth to be passed on as collateral\n3:         require(\n4:             yDaiAmount <= controller.debtYDai(WETH, yDai.maturity(), user),\n5:             ""Splitter: Not enough debt in Yield""\n6:         );\n7:         require(\n8:             wethAmount <= controller.posted(WETH, user),\n9:             ""Splitter: Not enough collateral in Yield""\n10:         );\n11:         // Flash mint the yDai\n12:         yDai.flashMint(\n13:             address(this),\n14:             yDaiAmount,",i:yieldToMaker,ambiguous,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUnifiedFarm_UniV3,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/FraxUnifiedFarm_UniV3.sol,_stakeLocked,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/FraxUnifiedFarm_UniV3.sol#L335-L374,0.892617862342756,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_inheritance_modifier_summary,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_inheritance_modifier_summary,"L30: stakingTokenNFT.safeTransferFrom(source_address, address(this), token_id);",L15: uint256 lock_multiplier = lockMultiplier(secs);,"L8: require(stakingPaused == false || valid_migrators[msg.sender] == true, ""Staking paused or in migration"");","25:                 )\n26:             );\n27:         }\n28: \n29:         // Pull the tokens from the source_address\n30:         stakingTokenNFT.safeTransferFrom(source_address, address(this), token_id);\n31: \n32:         // Update liquidities\n33:         _total_liquidity_locked = _total_liquidity_locked + liquidity;\n34:         _locked_liquidity[staker_address] = _locked_liquidity[staker_address] + liquidity;\n35: \n36:         // Need to call again to make sure everything is correct\n37:         _updateRewardAndBalance(staker_address, false);\n38: ",i:_stakeLocked,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeMasterChef,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/pancake/PancakeMasterChef.sol,migrate,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/pancake/PancakeMasterChef.sol#L1615-L1624,0.8895269717916177,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary,,L3: PoolInfo storage pool = poolInfo[_pid];,"L2: require(address(migrator) != address(0), ""migrate: no migrator"");","1: function migrate(uint256 _pid) public {\n2:         require(address(migrator) != address(0), ""migrate: no migrator"");\n3:         PoolInfo storage pool = poolInfo[_pid];\n4:         IBEP20 lpToken = pool.lpToken;\n5:         uint256 bal = lpToken.balanceOf(address(this));\n6:         lpToken.safeApprove(address(migrator), bal);\n7:         IBEP20 newLpToken = migrator.migrate(lpToken);\n8:         require(bal == newLpToken.balanceOf(address(this)), ""migrate: bad"");\n9:         pool.lpToken = newLpToken;\n10:     }",i:migrate,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
