run,method,seed,error_type,graph_id,contract,probability,threshold,protected_reentrancy_like
reentrancy_only,contrastive,42,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.8876152240130923,0.864,0
reentrancy_only,contrastive,42,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.5932169688319124,0.864,1
reentrancy_only,contrastive,42,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.8879498710520755,0.864,1
reentrancy_only,accepted_label_only,43,false_negative,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,0.8644817092562626,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,FORGE::vfp_00260::Router_Adapter,Router_Adapter,0.46741336469712075,0.879,0
reentrancy_only,accepted_label_only,43,false_negative,FORGE::vfp_00126::SpokePool,SpokePool,0.7665298925412249,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.6775042704612128,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.6567672876523598,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,RobotLiabilityLib,0.8374625613698545,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,LighthouseLib,0.7557047634030204,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.23509025341304074,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.20855808443882176,0.879,0
reentrancy_only,accepted_label_only,43,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.7215827745612856,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.28868053401069405,0.879,1
reentrancy_only,accepted_label_only,43,false_positive,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",CollabFundsReceiver,0.8876123224163882,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,MTGYTokenLocker,0.8521828518528366,0.879,1
reentrancy_only,accepted_label_only,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.9170270789604681,0.879,1
reentrancy_only,accepted_label_only,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.8962051410047556,0.879,0
reentrancy_only,accepted_label_only,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,OKLGRaffle,0.8893387896822056,0.879,1
reentrancy_only,accepted_label_only,43,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.5681441646199867,0.879,1
reentrancy_only,accepted_label_only,43,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.9159346086634974,0.879,1
reentrancy_only,contrastive,43,false_positive,FORGE::vfp_00058::BasePositionManager,BasePositionManager,0.9454348890928861,0.811,0
reentrancy_only,contrastive,43,false_positive,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,0.9403578041878037,0.811,0
reentrancy_only,contrastive,43,false_negative,FORGE::vfp_00260::Router_Adapter,Router_Adapter,0.1540617263349025,0.811,0
reentrancy_only,contrastive,43,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.6262152161631357,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::TenBankHall,TenBankHall,0.8957079908739721,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::BOOPools,BOOPools,0.8228388088992958,0.811,1
reentrancy_only,contrastive,43,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.3427099074696954,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Boardroom,Boardroom,0.8448511633765969,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DarkRewardPool,0.9157918214492503,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Ambix,Ambix,0.9660667279460208,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,DutchAuction,0.8165305268805914,0.811,1
reentrancy_only,contrastive,43,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.11892246913973671,0.811,1
reentrancy_only,contrastive,43,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.25648954306473554,0.811,0
reentrancy_only,contrastive,43,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.4642795768860498,0.811,1
reentrancy_only,contrastive,43,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.21365230776173677,0.811,1
reentrancy_only,contrastive,43,false_positive,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",ClaimableFundsReceiverV1,0.8211247569805387,0.811,1
reentrancy_only,contrastive,43,false_positive,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsSplitterV1",ClaimableFundsSplitterV1,0.8211247569805387,0.811,1
reentrancy_only,contrastive,43,false_positive,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R1",RoyaltyImplV1R1,0.8776932446024333,0.811,1
reentrancy_only,contrastive,43,false_positive,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R2",RoyaltyImplV1R2,0.8776932446024333,0.811,1
reentrancy_only,contrastive,43,false_positive,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::FundsReceiver",FundsReceiver,0.8776937052885213,0.811,1
reentrancy_only,contrastive,43,false_positive,FORGE::vfp_00156::SponsoredOFTSrcPeriphery,SponsoredOFTSrcPeriphery,0.8364068307521754,0.811,0
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,OKLGAtomicSwapInstance,0.8591050158492987,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGFaaSToken,OKLGFaaSToken,0.882956301035101,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGSpend,OKLGSpend,0.9062576879408794,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.9748984579501596,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAffiliate,OKLGAffiliate,0.8474815148549716,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGDividendDistributor,OKLGDividendDistributor,0.8138472954286216,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.9642363938752893,0.811,0
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::KetherNFTLoaner,KetherNFTLoaner,0.8771304026736407,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGBuybot,OKLGBuybot,0.8412665018917447,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,OKLGRaffle,0.9416256754271245,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TokenFaucet,TokenFaucet,0.8273259734067822,0.811,0
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::SwapUtils,SwapUtils,0.841489811610067,0.811,1
reentrancy_only,contrastive,43,false_positive,FORGE::vfp_00220::LiquidityPenaltyHook,LiquidityPenaltyHook,0.9128194425326865,0.811,0
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::MolochPool,MolochPool,0.8177786399028261,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::GnosisSafe,GnosisSafe,0.8727425875730443,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::StateChannelModule,StateChannelModule,0.8532570558031586,0.811,1
reentrancy_only,contrastive,43,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.3621599333322718,0.811,1
reentrancy_only,contrastive,43,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.9771472656319664,0.811,1
reentrancy_only,accepted_label_only,44,false_positive,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,0.7841966536195156,0.784,0
reentrancy_only,accepted_label_only,44,false_negative,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,0.7685421385829773,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,FORGE::vfp_00260::Router_Adapter,Router_Adapter,0.3325581295547663,0.784,0
reentrancy_only,accepted_label_only,44,false_negative,FORGE::vfp_00126::SpokePool,SpokePool,0.6488531142448568,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.49202883729725166,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.5215458873620927,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::SkyRewardPool,SkyRewardPool,0.7528938372132047,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,RobotLiabilityLib,0.7092244156434881,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,LighthouseLib,0.5724713907557425,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.18912951213527335,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.20568113319218526,0.784,0
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.5182671028684432,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.25639309658541426,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,MTGYTokenLocker,0.7430665608656786,0.784,1
reentrancy_only,accepted_label_only,44,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.8323213196709119,0.784,1
reentrancy_only,accepted_label_only,44,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.806611440652483,0.784,0
reentrancy_only,accepted_label_only,44,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,OKLGRaffle,0.7943567450138552,0.784,1
reentrancy_only,accepted_label_only,44,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.3538638812181669,0.784,1
reentrancy_only,accepted_label_only,44,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.8340020848898034,0.784,1
reentrancy_only,contrastive,44,false_positive,FORGE::vfp_00058::BasePositionManager,BasePositionManager,0.9023961006017127,0.882,0
reentrancy_only,contrastive,44,false_positive,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,0.898626646660052,0.882,0
reentrancy_only,contrastive,44,false_negative,FORGE::vfp_00260::Router_Adapter,Router_Adapter,0.6762688961347642,0.882,0
reentrancy_only,contrastive,44,false_negative,FORGE::vfp_00126::SpokePool,SpokePool,0.8236495669304594,0.882,1
reentrancy_only,contrastive,44,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.8391319453317008,0.882,1
reentrancy_only,contrastive,44,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.44079264652002803,0.882,1
