review_priority,contract_id,source_path,function_name,source_span,predicted_score,current_label,vulnerability_type,detected_safety_features,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,interaction_id,category,evidence,safety_feature_count
top50_highest_score,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::ILO,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/farm/ILO.sol,deposit,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/farm/ILO.sol#L90-L106,0.9650959340812876,0,,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_modifier_access_summary,"L13: pool.lpToken.safeTransferFrom(address(msg.sender), address(this), _amount);",L3: PoolInfo storage pool = poolInfo[_pid];,"L5: require(block.number >= startBlock, ""ILO not begin"");","8: \n9:         //if (_amount > 0) {\n10:             user.amount = user.amount.add(_amount);\n11:             user.lastTime = block.timestamp;\n12:             pool.totalAmount = pool.totalAmount.add(_amount);\n13:             pool.lpToken.safeTransferFrom(address(msg.sender), address(this), _amount);\n14:         //}\n15: \n16:         emit Deposit(msg.sender, _pid, _amount);\n17:     }",i:deposit,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d::BNPLRewardsController,DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d/contracts/BNPLRewardsController.sol,withdraw,DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d/contracts/BNPLRewardsController.sol#L191-L213,0.9641992293720776,0,,require_assert_guard_before_call|safe_erc20_wrapper,"L20: TransferHelper.safeTransfer(address(pool.lpToken), msg.sender, _amount);",L2: PoolInfo storage pool = poolInfo[_pid];,L6: revert InsufficientUserBalance(user.amount);,"15:         user.rewardDebt = (user.amount * pool.accBnplPerShare) / 1e12;\n16: \n17:         if (pending > 0) {\n18:             safeBnplTransfer(msg.sender, pending);\n19:         }\n20:         TransferHelper.safeTransfer(address(pool.lpToken), msg.sender, _amount);\n21: \n22:         emit Withdraw(msg.sender, _pid, _amount);\n23:     }",i:withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_highest_score,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::StableMasterFront,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/stableMaster/StableMasterFront.sol,revokeCollateral,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/stableMaster/StableMasterFront.sol#L353-L395,0.9622940683625312,0,,require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L35: col.token.safeTransferFrom(address(poolManager), address(settlementContract), balance);",L8: uint256 managerListLength = _managerList.length;,"L9: require(managerListLength >= 1, ""10""); | function revokeCollateral(IPoolManager poolManager, ICollateralSettler settlementContract)
        external
        onlyRole(GOVERNOR_ROLE)","30:         // No need to pause `SLP` and `STABLE_HOLDERS` as deleting the entry associated to the `poolManager`\n31:         // in the `collateralMap` will make everything revert\n32: \n33:         // Transferring the whole balance to global settlement\n34:         uint256 balance = col.token.balanceOf(address(poolManager));\n35:         col.token.safeTransferFrom(address(poolManager), address(settlementContract), balance);\n36: \n37:         // Settlement works with a fixed oracle value for HAs, it needs to be computed here\n38:         uint256 oracleValue = col.oracle.readLower();\n39:         // Notifying the global settlement contract with the properties of the contract to settle\n40:         // In case of global shutdown, there would be one settlement contract per collateral type\n41:         // Not using the `lockedInterests` to update the value of the sanRate\n42:         settlementContract.triggerSettlement(oracleValue, col.sanRate, col.stocksUsers);\n43:     }",i:revokeCollateral,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,7
top50_highest_score,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WexMaster,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6.12/protocol/apis/wault/WexMaster.sol,withdraw,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6.12/protocol/apis/wault/WexMaster.sol#L150-L175,0.9599553634838434,0,,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_modifier_access_summary,"L22: pool.lpToken.safeTransfer(address(msg.sender), _amount);",L6: PoolInfo storage pool = poolInfo[_pid];,"L8: require(user.amount >= _amount, ""withdraw: not good"");","17:         user.pendingRewards = 0;\n18:       }\n19:     }\n20:     if (_amount > 0) {\n21:       user.amount = user.amount.sub(_amount);\n22:       pool.lpToken.safeTransfer(address(msg.sender), _amount);\n23:     }\n24:     user.rewardDebt = user.amount.mul(pool.accWexPerShare).div(1e12);\n25:     emit Withdraw(msg.sender, _pid, _amount);\n26:   }",i:withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WexMaster,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6.12/protocol/apis/wault/WexMaster.sol,withdraw,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6.12/protocol/apis/wault/WexMaster.sol#L150-L175,0.9599535670927349,0,,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_modifier_access_summary,"L22: pool.lpToken.safeTransfer(address(msg.sender), _amount);",L6: PoolInfo storage pool = poolInfo[_pid];,"L8: require(user.amount >= _amount, ""withdraw: not good"");","17:         user.pendingRewards = 0;\n18:       }\n19:     }\n20:     if (_amount > 0) {\n21:       user.amount = user.amount.sub(_amount);\n22:       pool.lpToken.safeTransfer(address(msg.sender), _amount);\n23:     }\n24:     user.rewardDebt = user.amount.mul(pool.accWexPerShare).div(1e12);\n25:     emit Withdraw(msg.sender, _pid, _amount);\n26:   }",i:withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score,DAPP::DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0::PublicSaleTreasury,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/PublicSaleTreasury.sol,shareWithdraw,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/PublicSaleTreasury.sol#L136-L163,0.9595132099874032,0,,require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|safe_erc20_wrapper|contract_modifier_access_summary,"L26: token.safeTransfer(_msgSender(), bcubeAmount);","L13: uint256 allowance = calcAllowance(_msgSender(), now);",nonReentrant/modifier | L6: require(,"21:             finalWithdrawn <=\n22:                 bcubeAllocationRegistry[_msgSender()].currentAllowance,\n23:             ""Insufficient allowance""\n24:         );\n25:         bcubeAllocationRegistry[_msgSender()].shareWithdrawn = finalWithdrawn;\n26:         token.safeTransfer(_msgSender(), bcubeAmount);\n27:         emit LogPublicSaleShareWithdrawn(_msgSender(), bcubeAmount);\n28:     }",i:shareWithdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
top50_highest_score,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::FairLaunch,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/token/FairLaunch.sol,deposit,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/token/FairLaunch.sol#L256-L269,0.9581983193610619,0,,require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L9: IERC20(pool.stakeToken).safeTransferFrom(address(msg.sender), address(this), _amount);",L2: PoolInfo storage pool = poolInfo[_pid];,"nonReentrant/modifier | L4: if (user.fundedBy != address(0)) require(user.fundedBy == msg.sender, ""bad sof"");","4:     if (user.fundedBy != address(0)) require(user.fundedBy == msg.sender, ""bad sof"");\n5:     require(pool.stakeToken != address(0), ""deposit: not accept deposit"");\n6:     updatePool(_pid);\n7:     if (user.amount > 0) _harvest(_for, _pid);\n8:     if (user.fundedBy == address(0)) user.fundedBy = msg.sender;\n9:     IERC20(pool.stakeToken).safeTransferFrom(address(msg.sender), address(this), _amount);\n10:     user.amount = user.amount.add(_amount);\n11:     user.rewardDebt = user.amount.mul(pool.accAlpacaPerShare).div(1e12);\n12:     user.bonusDebt = user.amount.mul(pool.accAlpacaPerShareTilBonusEnd).div(1e12);\n13:     emit Deposit(msg.sender, _pid, _amount);\n14:   }",i:deposit,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,8
top50_highest_score,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::FairLaunch,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/token/FairLaunch.sol,deposit,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/token/FairLaunch.sol#L256-L269,0.9581970969837358,0,,require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L9: IERC20(pool.stakeToken).safeTransferFrom(address(msg.sender), address(this), _amount);",L2: PoolInfo storage pool = poolInfo[_pid];,"nonReentrant/modifier | L4: if (user.fundedBy != address(0)) require(user.fundedBy == msg.sender, ""bad sof"");","4:     if (user.fundedBy != address(0)) require(user.fundedBy == msg.sender, ""bad sof"");\n5:     require(pool.stakeToken != address(0), ""deposit: not accept deposit"");\n6:     updatePool(_pid);\n7:     if (user.amount > 0) _harvest(_for, _pid);\n8:     if (user.fundedBy == address(0)) user.fundedBy = msg.sender;\n9:     IERC20(pool.stakeToken).safeTransferFrom(address(msg.sender), address(this), _amount);\n10:     user.amount = user.amount.add(_amount);\n11:     user.rewardDebt = user.amount.mul(pool.accAlpacaPerShare).div(1e12);\n12:     user.bonusDebt = user.amount.mul(pool.accAlpacaPerShareTilBonusEnd).div(1e12);\n13:     emit Deposit(msg.sender, _pid, _amount);\n14:   }",i:deposit,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,8
top50_highest_score,"DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::FeeDistribute","DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715/contracts/token/FeeDistribute.sol",deposit,"DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715/contracts/token/FeeDistribute.sol#L130-L143",0.9571723424919258,0,,require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary,"L8: IERC20(pool.stakeToken).safeTransferFrom(address(msg.sender), address(this), _amount);",L2: PoolInfo storage pool = poolInfo[_pid];,"nonReentrant/modifier | L4: require(pool.stakeToken != address(0), ""FeeDistribute::deposit:: not accept deposit."");","3:     UserInfo storage user = userInfo[_pid][msg.sender];\n4:     require(pool.stakeToken != address(0), ""FeeDistribute::deposit:: not accept deposit."");\n5:     updatePool(_pid);\n6:     if (user.amount > 0) _harvest(_pid);\n7:     if (_amount > 0) {\n8:       IERC20(pool.stakeToken).safeTransferFrom(address(msg.sender), address(this), _amount);\n9:       user.amount = user.amount.add(_amount);\n10:       pool.depositedAmount = pool.depositedAmount.add(_amount);\n11:     }\n12:     user.rewardDebt = user.amount.mul(pool.rewardPerShare).div(PRECISION);\n13:     emit Deposit(msg.sender, _pid, _amount);\n14:   }",i:deposit,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,7
top50_highest_score,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::Staking,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37/staking.sol,rewardWithdraw,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37/staking.sol#L394-L399,0.9565679238433863,0,,require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary,"L4: rewardToken.safeTransfer(divPoolAddress, balance);",L3: uint256 balance = rewardToken.balanceOf(address(this));,"L2: require(endBlock <= block.number + 288000, ""It too early to withdraw reward tokens""); //10 days | function rewardWithdraw() public onlyOwner","1: function rewardWithdraw() public onlyOwner {\n2:         require(endBlock <= block.number + 288000, ""It too early to withdraw reward tokens""); //10 days\n3:         uint256 balance = rewardToken.balanceOf(address(this));\n4:         rewardToken.safeTransfer(divPoolAddress, balance);\n5:         emit RewardWithdraw(msg.sender, balance);\n6:     }",i:rewardWithdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_highest_score,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08::EulerReactor,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08/contracts/reactor/EulerReactor.sol,recoverERC20,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08/contracts/reactor/EulerReactor.sol#L579-L587,0.9561258878973242,0,,require_assert_guard_before_call|only_owner_or_access_control|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L7: IERC20(tokenAddress).safeTransfer(to, amountToRecover);",,"L6: if (tokenAddress == address(stablecoin)) revert InvalidToken(); | function recoverERC20(
        address tokenAddress,
        address to,
        uint256 amountToRecover
    ) external onlyGovernor","2:         address tokenAddress,\n3:         address to,\n4:         uint256 amountToRecover\n5:     ) external onlyGovernor {\n6:         if (tokenAddress == address(stablecoin)) revert InvalidToken();\n7:         IERC20(tokenAddress).safeTransfer(to, amountToRecover);\n8:         emit Recovered(tokenAddress, to, amountToRecover);\n9:     }",i:recoverERC20,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,7
top50_highest_score,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::NFTMarket,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/nft/NftMarket.sol,startSales,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/nft/NftMarket.sol#L272-L319,0.9543605740560404,0,,require_assert_guard_before_call|nonreentrant_modifier|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L20: IERC721(nft).safeTransferFrom(msg.sender, address(this), tokenId);",L22: _salesAmount++;,"nonReentrant/modifier | L13: require(tokenId != 0, ""invalid token"");","15:         require(durationTime >= _minDurationTime, ""invalid duration"");\n16:         require(maxPrice >= minPrice, ""invalid price"");\n17:         require(_isStartUserSales || _seller[msg.sender] == true || _supportNft[nft] == true, ""cannot sales"");\n18:         require(_supportCurrency[currency] == true, ""not support currency"");\n19: \n20:         IERC721(nft).safeTransferFrom(msg.sender, address(this), tokenId);\n21: \n22:         _salesAmount++;\n23:         SalesObject memory obj;\n24: \n25:         obj.id = _salesAmount;\n26:         obj.tokenId = tokenId;\n27:         obj.seller = payable(msg.sender);\n28:         obj.nft = IERC721(nft);",i:startSales,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_highest_score,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::TradingPool,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/pools/TradingPool.sol,add,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/pools/TradingPool.sol#L152-L181,0.9534170001639816,0,,state_update_before_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L15: uint256 lastRewardBlock = block.number > startBlock ? block.number : startBlock;,"L6: require(_pair != address(0), ""TradingPool: _pair is the zero address""); | function add(
        uint256 _allocPoint,
        address _pair,
        bool _withUpdate
    ) public onlyOwner","1: function add(\n2:         uint256 _allocPoint,\n3:         address _pair,\n4:         bool _withUpdate\n5:     ) public onlyOwner {\n6:         require(_pair != address(0), ""TradingPool: _pair is the zero address"");\n7: \n8:         require(!EnumerableSet.contains(_pairs, _pair), ""TradingPool: _pair is already added to the pool"");\n9:         // return EnumerableSet.add(_pairs, _pair);\n10:         EnumerableSet.add(_pairs, _pair);\n11: \n12:         if (_withUpdate) {\n13:             massUpdatePools();\n14:         }",i:add,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add::Org,DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add/Org.sol,claimRequest,DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add/Org.sol#L58-L71,0.9530477148687192,0,,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary,,L5: Claim memory newClaim = Claim({,"L2: require (fSub == true); | function claimRequest(string memory fName, string memory lName, bool fSub, string memory eMail, address orgAdminAddress) public","1: function claimRequest(string memory fName, string memory lName, bool fSub, string memory eMail, address orgAdminAddress) public {\n2:         require (fSub == true);\n3:         require (msg.sender == orgAdminAddress);\n4: \n5:         Claim memory newClaim = Claim({\n6:             firstName: fName,\n7:             lastName: lName,\n8:             eMail: eMail,\n9:             desiredWallet: msg.sender,\n10:             filesSubmitted: true\n11:         });\n12: \n13:         claims.push(newClaim);\n14:     }",i:claimRequest,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Indexer,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/indexer/contracts/Indexer.sol,setIntent,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/indexer/contracts/Indexer.sol#L151-L189,0.9422066723979963,0,,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,,L35: uint256 oldStake = indexes[signerToken][senderToken].getScore(msg.sender);,"L10: require(ILocatorWhitelist(locatorWhitelist).has(locator),","1: function setIntent(\n2:     address signerToken,\n3:     address senderToken,\n4:     uint256 stakingAmount,\n5:     bytes32 locator\n6:   ) external notPaused indexExists(signerToken, senderToken) {\n7: \n8:     // If whitelist set, ensure the locator is valid.\n9:     if (locatorWhitelist != address(0)) {\n10:       require(ILocatorWhitelist(locatorWhitelist).has(locator),\n11:       ""LOCATOR_NOT_WHITELISTED"");\n12:     }\n13: \n14:     // Ensure neither of the tokens are blacklisted.",i:setIntent,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b::FeePool,DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b/FeePool.sol,closeCurrentFeePeriod,DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b/FeePool.sol#L294-L341,0.9250064417274092,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L7: FeePeriod memory secondLastFeePeriod = recentFeePeriods[FEE_PERIOD_LENGTH - 2];,"L5: require(recentFeePeriods[0].startTime <= (now - feePeriodDuration), ""It is too early to close the current fee period"");","1: function closeCurrentFeePeriod()\n2:         external\n3:         optionalProxy_onlyFeeAuthority\n4:     {\n5:         require(recentFeePeriods[0].startTime <= (now - feePeriodDuration), ""It is too early to close the current fee period"");\n6: \n7:         FeePeriod memory secondLastFeePeriod = recentFeePeriods[FEE_PERIOD_LENGTH - 2];\n8:         FeePeriod memory lastFeePeriod = recentFeePeriods[FEE_PERIOD_LENGTH - 1];\n9: \n10:         // Any unclaimed fees from the last period in the array roll back one period.\n11:         // Because of the subtraction here, they're effectively proportionally redistributed to those who\n12:         // have already claimed from the old period, available in the new period.\n13:         // The subtraction is important so we don't create a ticking time bomb of an ever growing\n14:         // number of fees that can never decrease and will eventually overflow at the end of the fee pool.",i:closeCurrentFeePeriod,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26::StakefishServicesContractFactory,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishServicesContractFactory.sol,createContract,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishServicesContractFactory.sol#L87-L114,0.9240460600184269,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L12: bytes memory initData =,L10: require (msg.value <= 32 ether);,"1: function createContract(\n2:         bytes32 saltValue,\n3:         bytes32 operatorDataCommitment\n4:     )\n5:         external\n6:         payable\n7:         override\n8:         returns (address)\n9:     {\n10:         require (msg.value <= 32 ether);\n11: \n12:         bytes memory initData =\n13:             abi.encodeWithSignature(\n14:                 ""initialize(uint24,address,bytes32)"",",i:createContract,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0::B3NewSale,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/B3NewSale.sol,buyBcubeUsingETH,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/B3NewSale.sol#L222-L236,0.9006188501812321,0,,nonreentrant_modifier|contract_modifier_access_summary,L13: wallet.transfer(msg.value);,L10: uint256 ethPrice = uint256(fetchETHPrice());,nonReentrant/modifier,"8:     {\n9:         uint256 allocation;\n10:         uint256 ethPrice = uint256(fetchETHPrice());\n11:         uint256 dollarUnits = ethPrice.mul(msg.value).div(1e18);\n12:         allocation = executeAllocation(dollarUnits);\n13:         wallet.transfer(msg.value);\n14:         emit LogBcubeBuyUsingEth(_msgSender(), msg.value, allocation);\n15:     }",i:buyBcubeUsingETH,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyOwnership,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,_createKitty,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L380-L434,0.8386939548611827,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L20: uint16 cooldownIndex = uint16(_generation / 2);,"L11: // These requires are not strictly necessary, our calling code should make","1: function _createKitty(\n2:         uint256 _matronId,\n3:         uint256 _sireId,\n4:         uint256 _generation,\n5:         uint256 _genes,\n6:         address _owner\n7:     )\n8:         internal\n9:         returns (uint)\n10:     {\n11:         // These requires are not strictly necessary, our calling code should make\n12:         // sure that these conditions are never broken. However! _createKitty() is already\n13:         // an expensive call (for storage), and it doesn't hurt to be especially careful\n14:         // to ensure our data structures are always valid.",i:_createKitty,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyBase,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,_createKitty,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L380-L434,0.8386937774597454,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L20: uint16 cooldownIndex = uint16(_generation / 2);,"L11: // These requires are not strictly necessary, our calling code should make","1: function _createKitty(\n2:         uint256 _matronId,\n3:         uint256 _sireId,\n4:         uint256 _generation,\n5:         uint256 _genes,\n6:         address _owner\n7:     )\n8:         internal\n9:         returns (uint)\n10:     {\n11:         // These requires are not strictly necessary, our calling code should make\n12:         // sure that these conditions are never broken. However! _createKitty() is already\n13:         // an expensive call (for storage), and it doesn't hurt to be especially careful\n14:         // to ensure our data structures are always valid.",i:_createKitty,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
