run,pooling,seed,error_type,graph_id,contract,contract_probability,threshold,contract_label,predicted_label,candidate_interactions,top_wrong_node_id,top_wrong_function,top_wrong_probability,true_positive_rank,failure_category,vulnerability_types
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::SafeBoxFilDaETH,SafeBoxFilDaETH,0.5698170383814337,0.52,0,1,21,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_negative_contract,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyUtils,StrategyUtils,0.35607653828140107,0.52,1,0,16,,,,,missing_safety_features_or_global_context,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence
all_scope,mil_max,42,false_negative_contract,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.46579515784052206,0.52,1,0,9,,,,,missing_safety_features_or_global_context,Reentrancy (SWC-107)|SWC-107-Reentrancy
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Treasury,Treasury,0.543268967477717,0.52,0,1,19,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::TaxOffice,TaxOffice,0.5798609251935366,0.52,0,1,15,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DarkRewardPool,0.7666453318131713,0.52,0,1,9,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Ambix,Ambix,0.5869544950683592,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LiabilityFactory,LiabilityFactory,0.6771260532062825,0.52,0,1,3,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,DutchAuction,0.7688826942217797,0.52,0,1,4,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_negative_contract,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.3173711238777756,0.52,1,0,2,,,,,missing_safety_features_or_global_context,Reentrancy (SWC-107)|SWC-107-Reentrancy
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RollupProcessor,RollupProcessor,0.67892120540531,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_negative_contract,DAPP::DAppSCAN-source/contracts/PeckShield-Duet/duet-collateral-contracts-92452dad092d6b5f76713484e30159b5fa75ea80::DYTokenERC20,DYTokenERC20,0.3248182156865933,0.52,1,0,5,,,,,missing_safety_features_or_global_context,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence
all_scope,mil_max,42,false_negative_contract,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.3006909554665743,0.52,1,0,7,,,,,missing_safety_features_or_global_context,Reentrancy (SWC-107)|SWC-107-Reentrancy
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,0.6090435140798419,0.52,0,1,17,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_negative_contract,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.43807202226725717,0.52,1,0,2,,,,,missing_safety_features_or_global_context,Reentrancy (SWC-107)|SWC-107-Reentrancy
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",KODAV3SecondaryMarketplace,0.632222027082588,0.52,0,1,16,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_negative_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.34042292481840386,0.52,1,0,18,,,,,missing_safety_features_or_global_context,Reentrancy (SWC-107)|SWC-107-Reentrancy
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3PrimaryMarketplace",KODAV3PrimaryMarketplace,0.563269724310521,0.52,0,1,12,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",ClaimableFundsReceiverV1,0.6979023305689556,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableGatedMarketplace",KODAV3UpgradableGatedMarketplace,0.6612900403477292,0.52,0,1,18,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsSplitterV1",ClaimableFundsSplitterV1,0.6979023305689556,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableCollectorOnlyMarketplace",KODAV3UpgradableCollectorOnlyMarketplace,0.5486664170065099,0.52,0,1,14,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3GatedMerkleMarketplace",KODAV3GatedMerkleMarketplace,0.5991484773283868,0.52,0,1,14,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::TokenRoyaltiesRegistry",TokenRoyaltiesRegistry,0.5359266639059033,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R1",RoyaltyImplV1R1,0.6725621856000534,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R2",RoyaltyImplV1R2,0.6725621856000534,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::FundsReceiver",FundsReceiver,0.6725621856000534,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",CollabFundsReceiver,0.7643811390195407,0.52,0,1,3,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,FORGE::vfp_00156::SponsoredOFTSrcPeriphery,SponsoredOFTSrcPeriphery,0.6458055637511728,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,OKLGAtomicSwapInstance,0.777846434111434,0.52,0,1,6,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAirdropper,OKLGAirdropper,0.6019872434071953,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGFaaSToken,OKLGFaaSToken,0.7617299166789967,0.52,0,1,9,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGSpend,OKLGSpend,0.7638270877120339,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.842061176174644,0.52,0,1,3,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAffiliate,OKLGAffiliate,0.5852655326233751,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLG,OKLG,0.5942374076319663,0.52,0,1,9,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGFaaS,OKLGFaaS,0.6019872434071953,0.52,0,1,3,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGDividendDistributor,OKLGDividendDistributor,0.6485120051392271,0.52,0,1,7,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.7864120143392009,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwap,OKLGAtomicSwap,0.6019872434071953,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::KetherNFTLoaner,KetherNFTLoaner,0.8060548121867792,0.52,0,1,4,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGBuybot,OKLGBuybot,0.5852655326233751,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGProduct,OKLGProduct,0.6019872434071953,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,OKLGRaffle,0.8246876300349293,0.52,0,1,4,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLetsApe,OKLetsApe,0.5371378039597038,0.52,0,1,10,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGETHSplitter,OKLGETHSplitter,0.6272786958988633,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::BuybackAndBurnOKLG,BuybackAndBurnOKLG,0.5246852795216399,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RollupProcessor,RollupProcessor,0.6789212833636035,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_negative_contract,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::LidoBridge,LidoBridge,0.36707702340737336,0.52,1,0,2,,,,,missing_safety_features_or_global_context,SWC-104-Unchecked Call Return Value|Unchecked Call Return (SWC-104)
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TokenFaucet,TokenFaucet,0.6596431322375471,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::SwapUtils,SwapUtils,0.53439299245556,0.52,0,1,4,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TenderSwap,TenderSwap,0.6515534479920635,0.52,0,1,19,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Audius,Audius,0.6672105557999469,0.52,0,1,15,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,FORGE::vfp_00220::LiquidityPenaltyHook,LiquidityPenaltyHook,0.7175580837957574,0.52,0,1,3,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::MolochPool,MolochPool,0.6301085259723079,0.52,0,1,5,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::GnosisSafe,GnosisSafe,0.5591119951390775,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::Submitter,Submitter,0.6734954223458082,0.52,0,1,3,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::ClaimsTokenERC20Extension,ClaimsTokenERC20Extension,0.6442813618600124,0.52,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_negative_contract,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.4402505157865182,0.52,1,0,13,,,,,missing_safety_features_or_global_context,Reentrancy (SWC-107)|SWC-107-Reentrancy
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::StabilityPool,StabilityPool,0.6141967976699404,0.52,0,1,10,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.6784580482333913,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,false_positive_contract,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::LQTYStaking,LQTYStaking,0.5319076019652662,0.52,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,42,true_interaction_not_top3,FORGE::vfp_00058::LikwidPairPosition,LikwidPairPosition,,0.52,1,,5,i:exactInput,exactInput,0.8184543722472362,4,top_ranked_wrong_interaction,Front-running / Tx Order (SWC-114)|Front-running / Tx Order (heuristic)
all_scope,mil_max,42,true_interaction_not_top3,FORGE::vfp_00126::SpokePool,SpokePool,,0.52,1,,11,i:_deposit,_deposit,0.7010996222960075,11,top_ranked_wrong_interaction,"CWE:CWE-670,CWE-691|Reentrancy (SWC-107)"
all_scope,mil_max,42,true_interaction_not_top3,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyUtils,StrategyUtils,,0.52,1,,16,i:makeRepay,makeRepay,0.35607653828140107,7,top_ranked_wrong_interaction,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence
all_scope,mil_max,42,true_interaction_not_top3,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyMDex,StrategyMDex,,0.52,1,,28,i:_emergencyWithdraw,_emergencyWithdraw,0.7179238909918836,7,top_ranked_wrong_interaction,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence
all_scope,mil_max,42,true_interaction_not_top3,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::Moloch,Moloch,,0.52,1,,6,i:submitProposal,submitProposal,0.6326902432390099,4,top_ranked_wrong_interaction,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence
all_scope,mil_max,42,true_interaction_not_top3,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::TroveManager,TroveManager,,0.52,1,,31,i:_liquidateRecoveryMode,_liquidateRecoveryMode,0.5697765664887648,4,top_ranked_wrong_interaction,SWC-104-Unchecked Call Return Value|Unchecked Call Return (SWC-104)
all_scope,mil_max,43,false_positive_contract,FORGE::vfp_00058::BasePositionManager,BasePositionManager,0.8722566800276851,0.764,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,43,false_positive_contract,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,0.9610110495441772,0.764,0,1,6,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,43,false_positive_contract,FORGE::vfp_00260::Arbitrum_Adapter,Arbitrum_Adapter,0.9304856335001522,0.764,0,1,2,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,43,false_positive_contract,FORGE::vfp_00126::HubPool,HubPool,0.9596861101866877,0.764,0,1,16,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,43,false_positive_contract,FORGE::vfp_00126::Arbitrum_Adapter,Arbitrum_Adapter,0.9304856335001522,0.764,0,1,1,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,43,false_negative_contract,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.5393193734641883,0.764,1,0,1,,,,,missing_safety_features_or_global_context,Front-running / Tx Order (SWC-114)|Front-running / Tx Order (heuristic)|Reentrancy (SWC-107)|Reentrancy (heuristic)
all_scope,mil_max,43,false_positive_contract,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::TenBankHall,TenBankHall,0.8472751719716043,0.764,0,1,11,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,43,false_negative_contract,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::BuybackBooToken,BuybackBooToken,0.5870452122632148,0.764,1,0,1,,,,,missing_safety_features_or_global_context,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence
all_scope,mil_max,43,false_positive_contract,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::BOOPools,BOOPools,0.869501765796306,0.764,0,1,9,,,,,label_ambiguity_or_missing_context,
all_scope,mil_max,43,false_positive_contract,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::SafeBoxFilDa,SafeBoxFilDa,0.8243517074365947,0.764,0,1,22,,,,,label_ambiguity_or_missing_context,
