model,seed,error_type,probability,threshold,graph_id,contract,function,node_id,label,pred,vulnerability_type,scope,external_methods,external_call_count,state_var_count,evidence_pointer
Current HyperVul,42,false_negative,0.8514112234115601,0.914,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,MasterChef,emergencyWithdraw,i:emergencyWithdraw,1,0,Reentrancy (SWC-107)|SWC-107-Reentrancy,reentrancy,safeTransfer,1,2,DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629/contracts/MasterChef.sol:311-311|DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629/contracts/MasterChef.sol:L311
Current HyperVul,42,false_negative,0.8676202297210693,0.914,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,_margin,i:_margin,1,0,"CWE:CWE-670,CWE-691|Reentrancy (SWC-107)",other|reentrancy,minMarginLevel|minBorrowLevel|unlock|toId,4,4,data/FORGE-Curated/flatten/vfp-vuln/vfp_00058.json#15
Current HyperVul,42,false_negative,0.8684685230255127,0.914,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::SkyRewardPool,SkyRewardPool,withdraw,i:withdraw,1,0,Reentrancy (SWC-107)|SWC-107-Reentrancy,reentrancy,sub|div|mul|sub|safeTransfer|div|mul,7,2,DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd/contracts/distribution/SkyRewardPool.sol:217-234|DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd/contracts/distribution/SkyRewardPool.sol:L217-L234
Current HyperVul,42,false_negative,0.8717431426048279,0.914,FORGE::vfp_00058::LikwidPairPosition,LikwidPairPosition,removeLiquidity,i:removeLiquidity,1,0,Front-running / Tx Order (heuristic)|Front-running / Tx Order (SWC-114),front-running|other,ModifyLiquidityParams|unlock,2,2,data/FORGE-Curated/flatten/vfp-vuln/vfp_00058.json#17
Current HyperVul,42,false_negative,0.8832290172576904,0.914,FORGE::vfp_00029::AntiSandwichHook,AntiSandwichHook,_beforeSwap,i:_beforeSwap,1,0,Front-running / Tx Order (heuristic)|Front-running / Tx Order (SWC-114),front-running|other,toId|getSlot0|tick,3,1,data/FORGE-Curated/flatten/vfp-vuln/vfp_00029.json#0
Current HyperVul,42,false_negative,0.9049398899078369,0.914,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyUtils,StrategyUtils,getTokenInTo,i:getTokenInTo,1,0,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,front-running,approve|balanceOf|swapExactTokensForTokens,3,1,DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2/contracts/strategies/StrategyUtils.sol:395-395|DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2/contracts/strategies/StrategyUtils.sol:L395
Current HyperVul,42,false_negative,0.90582674741745,0.914,FORGE::vfp_00220::AntiSandwichHook,AntiSandwichHook,_afterSwap,i:_afterSwap,1,0,Front-running / Tx Order (heuristic)|Front-running / Tx Order (SWC-114),front-running|other,toId|getSlot0|tick|amount1,4,1,data/FORGE-Curated/flatten/vfp-vuln/vfp_00220.json#1|data/FORGE-Curated/flatten/vfp-vuln/vfp_00220.json#7
Current HyperVul,42,false_negative,0.9107810854911804,0.914,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::LidoBridge,LidoBridge,wrapETH,i:wrapETH,1,0,Unchecked Call Return (SWC-104)|SWC-104-Unchecked Call Return Value,unchecked low-level call,get_dy|exchange|submit|balanceOf|safeIncreaseAllowance|wrap|safeIncreaseAllowance,7,7,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0/src/bridges/lido/LidoBridge.sol:115-115|DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0/src/bridges/lido/LidoBridge.sol:L115
Current HyperVul,42,false_positive,0.9767701029777527,0.914,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGSpend,OKLGSpend,spendOnProduct,i:spendOnProduct,0,1,,,call,1,6,
Current HyperVul,42,false_positive,0.9761801362037659,0.914,FORGE::vfp_00058::LikwidPairPosition,LikwidPairPosition,exactInput,i:exactInput,0,1,,,SwapParams|unlock,2,1,
Current HyperVul,42,false_positive,0.9761433601379395,0.914,FORGE::vfp_00260::Arbitrum_Adapter,Arbitrum_Adapter,relayMessage,i:relayMessage,0,1,,,createRetryableTicket,1,6,
Current HyperVul,42,false_positive,0.9761433601379395,0.914,FORGE::vfp_00126::Arbitrum_Adapter,Arbitrum_Adapter,relayMessage,i:relayMessage,0,1,,,createRetryableTicket,1,6,
Current HyperVul,42,false_positive,0.9758847951889038,0.914,FORGE::vfp_00058::LikwidPairPosition,LikwidPairPosition,exactOutput,i:exactOutput,0,1,,,SwapParams|unlock,2,1,
Current HyperVul,42,false_positive,0.9740701913833618,0.914,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,DutchAuction,bid,i:bid,0,1,,,transfer|transfer,2,5,
Current HyperVul,42,false_positive,0.9721152186393738,0.914,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::BuybackAndBurnOKLG,BuybackAndBurnOKLG,buyAndBurn,i:buyAndBurn,0,1,,,WETH|swapExactETHForTokensSupportingFeeOnTransferTokens,2,3,
Current HyperVul,42,false_positive,0.9720136523246765,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R1",RoyaltyImplV1R1,drain,i:drain,0,1,,,transfer,1,2,
Current HyperVul,42,false_positive,0.9720136523246765,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R2",RoyaltyImplV1R2,drain,i:drain,0,1,,,transfer,1,2,
Current HyperVul,42,false_positive,0.9720136523246765,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::FundsReceiver",FundsReceiver,drain,i:drain,0,1,,,transfer,1,2,
Current HyperVul,42,false_positive,0.9710316061973572,0.914,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestPantherSwapCompoundingStrategyToken,TestPantherSwapCompoundingStrategyToken,test01,i:test01,0,1,,,_getBalance|_getBalance|reserveToken|_approveFunds|joinPoolFromInput|_getBalance|_getBalance|calcSharesFromAmount|_approveFunds|deposit|_getBalance|_getBalance|_getBalance|calcAmountFromShares|withdraw|_getBalance|_getBalance,17,2,
Current HyperVul,42,false_positive,0.9692997336387634,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SignatureMarketplace",KODAV3SignatureMarketplace,facilitateNextPrimarySale,i:facilitateNextPrimarySale,0,1,,,facilitateNextPrimarySale|safeTransferFrom,2,1,
Current HyperVul,42,false_positive,0.967628538608551,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableGatedMarketplace",KODAV3UpgradableGatedMarketplace,handleMint,i:handleMint,0,1,,,safeTransferFrom,1,2,
Current HyperVul,42,false_positive,0.9672698378562927,0.914,FORGE::vfp_00126::HubPool,HubPool,addLiquidity,i:addLiquidity,0,1,,,mint|deposit|safeTransferFrom,3,2,
Current HyperVul,42,false_positive,0.9662735462188721,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",ClaimableFundsReceiverV1,drain,i:drain,0,1,,,call|call,2,3,
Current HyperVul,42,false_positive,0.9662735462188721,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsSplitterV1",ClaimableFundsSplitterV1,drain,i:drain,0,1,,,call|call,2,3,
Current HyperVul,42,false_positive,0.9657164216041565,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3PrimaryMarketplace",KODAV3PrimaryMarketplace,_facilitateNextPrimarySale,i:_facilitateNextPrimarySale,0,1,,,facilitateReversePrimarySale|safeTransferFrom,2,1,
Current HyperVul,42,false_positive,0.9654994606971741,0.914,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,DutchAuction,finalizeAuction,i:finalizeAuction,0,1,,,transfer,1,8,
Current HyperVul,42,false_positive,0.960099458694458,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3GatedMerkleMarketplace",KODAV3GatedMerkleMarketplace,handleMerkleMint,i:handleMerkleMint,0,1,,,safeTransferFrom,1,2,
Current HyperVul,42,false_positive,0.9599596261978149,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",KODAV3SecondaryMarketplace,acceptTokenBid,i:acceptTokenBid,0,1,,,ownerOf,1,2,
Current HyperVul,42,false_positive,0.9582147002220154,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableGatedMarketplace",KODAV3UpgradableGatedMarketplace,_handleSaleFunds,i:_handleSaleFunds,0,1,,,call|call,2,2,
Current HyperVul,42,false_positive,0.9582147002220154,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableCollectorOnlyMarketplace",KODAV3UpgradableCollectorOnlyMarketplace,_handleSaleFunds,i:_handleSaleFunds,0,1,,,call|call,2,2,
Current HyperVul,42,false_positive,0.9582147002220154,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3GatedMerkleMarketplace",KODAV3GatedMerkleMarketplace,_handleSaleFunds,i:_handleSaleFunds,0,1,,,call|call,2,2,
Current HyperVul,42,false_positive,0.9579780101776123,0.914,FORGE::vfp_00220::LiquidityPenaltyHook,LiquidityPenaltyHook,_afterRemoveLiquidity,i:_afterRemoveLiquidity,0,1,,,toId|amount0|amount1,3,2,
Current HyperVul,42,false_positive,0.9559950232505798,0.914,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombFtmCurveGeist,PowerBombFtmCurveGeist,_deposit,i:_deposit,0,1,,,balanceOf|safeTransferFrom|add_liquidity|deposit,4,10,
Current HyperVul,42,false_positive,0.9545886516571045,0.914,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLG,OKLG,_swapTokensForEth,i:_swapTokensForEth,0,1,,,WETH|swapExactTokensForETHSupportingFeeOnTransferTokens,2,1,
Current HyperVul,42,false_positive,0.9538155198097229,0.914,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TokenFaucet,TokenFaucet,request,i:request,0,1,,,transfer,1,5,
Current HyperVul,42,false_positive,0.9526642560958862,0.914,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,OKLGAtomicSwapInstance,receiveTokensFromSource,i:receiveTokensFromSource,0,1,,,call|transferFrom,2,7,
Current HyperVul,42,false_positive,0.9517053365707397,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",ClaimableFundsReceiverV1,drainERC20,i:drainERC20,0,1,,,balanceOf|transfer|transfer,3,3,
Current HyperVul,42,false_positive,0.9517053365707397,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsSplitterV1",ClaimableFundsSplitterV1,drainERC20,i:drainERC20,0,1,,,balanceOf|transfer|transfer,3,3,
Current HyperVul,42,false_positive,0.9517053365707397,0.914,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",CollabFundsReceiver,drainERC20,i:drainERC20,0,1,,,balanceOf|transfer|transfer,3,3,
