run,variant,seed,graph_id,error_type,score,threshold,true_label,protected_reentrancy_like,top_functions
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,false_positive,0.6812405536079956,0.621,0,1,deposit|initialDeposit|invest|liquidate|profit
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,false_negative,0.433380043299759,0.621,1,1,lock|unlock
all_scope,gated,42,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",false_negative,0.2554853081075043,0.621,1,1,_authorizeUpgrade|_setAdmin|_setBeacon|_setImplementation|mintBatchEdition
all_scope,gated,42,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",false_positive,0.7182276540616952,0.621,0,1,drain|drainERC20
all_scope,gated,42,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableGatedMarketplace",false_positive,0.7011090776597333,0.621,0,1,_addPhaseToSale|_authorizeUpgrade|_setAdmin|_setBeacon|_setImplementation
all_scope,gated,42,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsSplitterV1",false_positive,0.7182276540616952,0.621,0,1,drain|drainERC20
all_scope,gated,42,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R1",false_positive,0.7338860114047892,0.621,0,1,drain
all_scope,gated,42,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R2",false_positive,0.7338860114047892,0.621,0,1,drain
all_scope,gated,42,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::FundsReceiver",false_positive,0.7338860114047892,0.621,0,1,drain
all_scope,gated,42,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",false_positive,0.7956827526022304,0.621,0,1,drain|drainERC20|drainShare
all_scope,gated,42,FORGE::vfp_00156::SponsoredOFTSrcPeriphery,false_positive,0.7521168905414535,0.621,0,0,
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,false_positive,0.8296890242345603,0.621,0,1,fundSendToDestinationGas|receiveTokensFromSource|refundTokensFromSource|sendTokensToDestination|withdrawTokens
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGFaaSToken,false_positive,0.8599872982029498,0.621,0,1,_harvestTokens|emergencyUnstake|removeStakeableTokens|stakeTokens|unstakeTokens
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,false_positive,0.7580882066033253,0.621,0,1,addAccount|bulkAddAccounts
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAffiliate,false_positive,0.7132645740384357,0.621,0,1,pay
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGDividendDistributor,false_positive,0.8191238611572178,0.621,0,1,depositDividends|setBoostContract|setBoostMultiplierContract|unstake
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,false_positive,0.7075254918872498,0.621,0,0,
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::KetherNFTLoaner,false_positive,0.7975398887575308,0.621,0,1,addPlot|loanPlot|removePlot
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,false_positive,0.8457522607356511,0.621,0,1,closeRaffleAndRefund|enterRaffle
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RollupProcessor,false_positive,0.6635576458481564,0.621,0,1,processAsyncDefiInteraction
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::LidoBridge,false_negative,0.30486127934416585,0.621,1,1,unwrapETH|wrapETH
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TokenFaucet,false_positive,0.7450857978955014,0.621,0,0,
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Matic,false_negative,0.5522010360657955,0.621,1,1,_initialize|_stake|_unstake|deposit|unstake
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Livepeer,false_negative,0.5847214025570019,0.621,1,1,_initialize|_stake|_unstake|deposit|unstake
all_scope,gated,42,FORGE::vfp_00220::LiquidityPenaltyHook,false_positive,0.7519001329957095,0.621,0,0,
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::MolochPool,false_positive,0.6891327377229188,0.621,0,1,_withdraw|activate|sync
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::GnosisSafe,false_positive,0.6624948421442844,0.621,0,1,checkSignatures
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::ClaimsTokenERC20Extension,false_positive,0.7531969333524183,0.621,0,1,withdrawFunds
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::TroveManager,false_negative,0.617002238187157,0.621,1,1,_requireLUSDBalanceCoversRedemption|_updateSystemSnapshots_excludeCollRemainder|batchLiquidateTroves
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,false_negative,0.4369157512539371,0.621,1,1,_adjustTrove
all_scope,gated,42,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,false_positive,0.8176404294032829,0.621,0,1,_insert|_remove
all_scope,gated,43,FORGE::vfp_00058::BasePositionManager,false_positive,0.6905521957848502,0.591,0,0,
all_scope,gated,43,FORGE::vfp_00058::LikwidLendPosition,false_positive,0.8855600940492189,0.591,0,0,
all_scope,gated,43,FORGE::vfp_00260::Arbitrum_Adapter,false_positive,0.8716946382280927,0.591,0,0,
all_scope,gated,43,FORGE::vfp_00260::Ovm_WithdrawalHelper,false_positive,0.6372115114576816,0.591,0,0,
all_scope,gated,43,FORGE::vfp_00126::HubPool,false_positive,0.8982551459827788,0.591,0,1,addLiquidity|claimProtocolFeesCaptured|disputeRootBundle|emergencyDeleteProposal|enableL1TokenForLiquidityProvision
all_scope,gated,43,FORGE::vfp_00126::Arbitrum_Adapter,false_positive,0.882890917290261,0.591,0,0,
all_scope,gated,43,FORGE::vfp_00288::DelegationMetaSwapAdapter,false_negative,0.36369508098833186,0.591,1,1,swapTokens
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::TenBankHall,false_positive,0.710020807004366,0.591,0,1,addBox|addStrategy|deposit|depositLPToken|emergencyWithdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::BuybackBooToken,false_negative,0.5325659327118937,0.591,1,0,
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::BOOPools,false_positive,0.7007113421994002,0.591,0,1,add|deposit|emergencyWithdraw|withdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::SafeBoxFilDa,false_positive,0.5972041380829334,0.591,0,1,_borrow|ctokenBorrow|ctokenDeposit|ctokenRepayBorrow|ctokenWithdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::SafeBoxFilDaETH,false_positive,0.5972041380829334,0.591,0,1,_borrow|ctokenBorrow|ctokenWithdraw|emergencyRepay|getBorrowId
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyUtils,false_negative,0.28890145752119695,0.591,1,1,checkDepositLimit|checkLiquidationLimit
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,false_negative,0.5779156584551536,0.591,1,1,_deposit|withdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombR,false_positive,0.6409434640877056,0.591,0,1,_deposit|withdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Boardroom,false_positive,0.600935021542855,0.591,0,1,allocateSeigniorage|claimReward|governanceRecoverUnsupported|initialize|stake
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,false_positive,0.768882884875391,0.591,0,1,add|governanceRecoverUnsupported|withdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Ambix,false_positive,0.8012244224357437,0.591,0,1,run
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LiabilityFactory,false_positive,0.6298003448957054,0.591,0,1,createLiability|createLighthouse|liabilityFinalized
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,false_negative,0.40792394939186055,0.591,1,1,refill|withdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,false_positive,0.8030345491223662,0.591,0,1,bid|claimTokens|finalizeAuction|setup
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,false_negative,0.14152199853084743,0.591,1,1,_withdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RollupProcessor,false_positive,0.6279027274950005,0.591,0,1,processAsyncDefiInteraction
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/PeckShield-Duet/duet-collateral-contracts-92452dad092d6b5f76713484e30159b5fa75ea80::DYTokenERC20,false_negative,0.257923665318776,0.591,1,1,withdraw
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,false_negative,0.3750910015448662,0.591,1,0,
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,false_positive,0.6546257558493817,0.591,0,1,deposit|initialDeposit|invest|liquidate|profit
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,false_negative,0.3867806369659765,0.591,1,1,lock|unlock
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",false_positive,0.607543065288786,0.591,0,1,_onlyAdmin|_onlyContract|_placeEditionBidFor|_placeTokenBidFor|acceptEditionBid
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",false_negative,0.25861737084512115,0.591,1,1,_authorizeUpgrade|_setAdmin|_setBeacon|_setImplementation|mintBatchEdition
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",false_positive,0.6909145455138724,0.591,0,1,drain|drainERC20
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableGatedMarketplace",false_positive,0.7149743359521538,0.591,0,1,_addPhaseToSale|_authorizeUpgrade|_setAdmin|_setBeacon|_setImplementation
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsSplitterV1",false_positive,0.6909145455138724,0.591,0,1,drain|drainERC20
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R1",false_positive,0.7102509157307761,0.591,0,1,drain
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::RoyaltyImplV1R2",false_positive,0.7102509157307761,0.591,0,1,drain
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::FundsReceiver",false_positive,0.7102509157307761,0.591,0,1,drain
all_scope,gated,43,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",false_positive,0.7941780781731934,0.591,0,1,drain|drainERC20|drainShare
all_scope,gated,43,FORGE::vfp_00156::SponsoredOFTSrcPeriphery,false_positive,0.7982227805639301,0.591,0,0,
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYOKLGSwap,false_positive,0.641845646117646,0.591,0,0,
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,false_positive,0.8759113409847731,0.591,0,1,fundSendToDestinationGas|receiveTokensFromSource|refundTokensFromSource|sendTokensToDestination|withdrawTokens
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGFaaSToken,false_positive,0.8926567743047531,0.591,0,1,_harvestTokens|emergencyUnstake|removeStakeableTokens|stakeTokens|unstakeTokens
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,false_positive,0.7969279183787925,0.591,0,1,addAccount|bulkAddAccounts
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAffiliate,false_positive,0.7072000224712087,0.591,0,1,pay
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGDividendDistributor,false_positive,0.8573436997070198,0.591,0,1,depositDividends|setBoostContract|setBoostMultiplierContract|unstake
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,false_positive,0.7487313718746997,0.591,0,0,
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwap,false_positive,0.6463538952744731,0.591,0,0,
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::KetherNFTLoaner,false_positive,0.8421986780212481,0.591,0,1,addPlot|loanPlot|removePlot
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,false_positive,0.8523008123107104,0.591,0,1,closeRaffleAndRefund|enterRaffle
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::BuybackAndBurnOKLG,false_positive,0.6499296130985325,0.591,0,1,buyAndBurn
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RollupProcessor,false_positive,0.6279049417394165,0.591,0,1,processAsyncDefiInteraction
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::LidoBridge,false_negative,0.37421850217063485,0.591,1,1,unwrapETH|wrapETH
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TokenFaucet,false_positive,0.8025529360731033,0.591,0,0,
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Audius,false_positive,0.6599477895543664,0.591,0,1,_initialize|_unstake|deposit|unstake
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Matic,false_negative,0.5734720123040172,0.591,1,1,_initialize|_stake|_unstake|deposit|unstake
all_scope,gated,43,FORGE::vfp_00220::LiquidityPenaltyHook,false_positive,0.8106360210832079,0.591,0,0,
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::MolochPool,false_positive,0.703816090763705,0.591,0,1,_withdraw|activate|sync
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::GnosisSafe,false_positive,0.6287318015606416,0.591,0,1,checkSignatures
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::ClaimsTokenERC20Extension,false_positive,0.8566347148751361,0.591,0,1,withdrawFunds
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,false_negative,0.5146263698167373,0.591,1,1,_adjustTrove
all_scope,gated,43,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,false_positive,0.777062047400654,0.591,0,1,_insert|_remove
