group_kind,group_key,member_count,splits,labels,members,recommended_action
exact_contract_hash,529ccf22c07521e26f1228986c7914a28df98d9eb76131b9eb94d33327597395,15,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracleExtra ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FRAX_WETH ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FRAX_USDT ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FRAX_USDC ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracleExtra_SDT_WETH ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FRAX_6DEC ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FXS_WETH ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FXS_USDT ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FXS_USDC ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_USDT_WETH ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FRAX_FXS ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_6DEC_WETH ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_USDC_WETH ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniswapPairOracle_FXS_6DEC,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,8e1bd39a6532c90c1a989aa6873f437f84f8d9e31211b0e753a25f9acd53d987,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Storage ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::ERC1967Storage,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,345935f1f277daa3be33d6816c44eea71f472b043d4880d73a9ff80aae79d6bd,6,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Upgrade ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC1967Proxy ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::InvestorAMOProxy ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::ERC1967Upgrade ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::ERC1967Proxy ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::InvestorAMOProxy,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,f774e9dc827a7576d1be80b6db9bbb16df7d2c08a36ffbd19a6dbfafe9ed4eb5,8,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::AdminUpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::UpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::AdminUpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::UpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::AdminUpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::UpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::AdminUpgradeabilityProxy,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,886f3bd66ed0568ca063dc0bfcc826db8a3ab344351ddb84433117e38e7c24c1,6,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Timelock ; train:DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::Timelock ; train:DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::Timelock ; train:DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::TimelockCertora ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::Timelock ; train:DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2::Timelock,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,96d9d99aaf9879eb714d1f4fb7043d5a1e01f366274edb208116836559ce0ce8,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::SigRelayer2 ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::SigRelayer2,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,0a6c67264a2d458bb89595c93aa24d49dae23064069764d8ddd771634b63c891,10,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::AccessControl ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FRAXShares ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxBond ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxBondIssuerOld ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxBondIssuerWithDeposits ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::FraxBond ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::FraxBondIssuerOld ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::FraxBondIssuerWithDeposits ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::AccessControl ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::FRAXShares,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,0c0ffeeb0b097fc1f8ebd24604dc5439c2e738844ef69db8390fe6484cdbba26,5,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxCrossChainFarm ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxCrossChainFarm_FRAX_IF_Impossible ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxCrossChainFarm_FRAX_mUSD ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxCrossChainFarm_FRAX_FXS_Spirit ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxCrossChainFarm_FRAX_FXS_Impossible,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,8c5d0320522aa07131895b0aac710dbdd6be125f3254e5d7db8a606f9138766c,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDualV5 ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDualV5_FRAX_OHM,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,a53a7efa2b4c6a02f00045c99b20d7fc4ecc6ecc914440d1eba1f9259b3a345d,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUnifiedFarm_ERC20 ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_Gelato_FRAX_DAI,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,2496b2223314d1d2bc4ce53773e5f061969d3f1133ac1c27dcd5e79ba9dc8b1e,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::CommunalFarm ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::CommunalFarm_SaddleD4,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,c707ad6bd8e50fa1bf51e9715d8c56af59a240a89b8d72ca95c53bc5e2c43505,5,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_StakeDAO ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_FRAX_SUSHI ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_FXS_WETH ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_StakeDAO_FRAX_Put,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,662f5f26b3db87032d6dbc29a4855eb32b7335723bfb23119012a37f7d217513,4,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUniV3Farm_Stable ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUniV3Farm_Stable_FRAX_DAI ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUniV3Farm_Stable_FRAX_USDC ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUniV3Farm_Stable_FRAX_agEUR,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,38b8bbc7bfaa34d815f32fbffa8113a8b1c6544e78753e197c3c799e7739078c,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxMiddlemanGauge ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxMiddlemanGauge_FRAX_mUSD,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,ab1e988360d820f6d1128eb1b34c9ca33162c0f084dbb4ef7e1feac62a91e011,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ERC721 ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::ERC721,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,b4077f06b037f335656f18d3671c8580568345ae284ad65728dec078eb06703a,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::TokenVesting ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::TokenVesting,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,25b1edff28131f430bb62c8f9089c67663e716b046cd2f4c40262d5ff75c8a52,5,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::anyFXS ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::anyFRAX ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::AnyswapV4ERC20 ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::AnyswapV5ERC20 ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::AnyswapV4ERC20,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,7aeaaa8562892e3fa69f7e265da3e0b96cd5ca6150f62b9295974c6bdf8a9091,3,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::CrossChainCanonical ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::CrossChainCanonicalFXS ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::CrossChainCanonicalFRAX,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,2b4b62a36cabe3ab8fd31ca459f1668479c6a190f08462b4caeac4685ce4036f,3,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxFarmBSC_Dual_V5 ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxFarmBSC_Dual_FXS_IF ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxFarmBSC_Dual_FRAX_IF,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,4a6dcd18de4f650f1e90ff605fd59499098f1c81be0cc788258b7e38330e0a49,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::MigratableFarmBSC ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::MigratableFarmBSC_FRAX_FXS,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,a68ec9b0684e7cebd0b208df48792a2d74c2ac2558de9ef90d06d970f291ee42,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxLiquidityBridger_MOON_AnySwap ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxLiquidityBridger_FTM_AnySwap,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,7db4b586a245a0f2ec97be37f18e7e85fc2ebf773db83a52226d59e1d2538205,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::CrossChainBridgeBacker_MOON_AnySwap ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::CrossChainBridgeBacker_FTM_AnySwap,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,305ca727a931bf26c79be05cb38de71afdb5960609edd8c329d958b0bb46326c,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxPoolvAMM ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::PoolvAMM_USDC,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,981e9260b2a4317c7e0832ff8646cf672e0c399a98dff79cf96423c70ec6d0ea,2,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Pool_USDC ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxPool,same_split_or_merge; quarantine_if_labels_conflict
