split,contract_id,source_path,function_name,source_span,interaction_id,review_priority,predicted_score,current_label,proposed_cleaned_label,vulnerability_type,safety_features_present,risk_evidence,protection_evidence,short_explanation,confidence,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,review_source
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::SpookyMasterChef,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/spooky/SpookyMasterChef.sol,add,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/spooky/SpookyMasterChef.sol#L113-L125,i:add,,0.9242479026235347,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary,very high model score,CEI-like state update before external call | owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L8: uint256 lastRewardTime = block.timestamp > startTime ? block.timestamp : startTime;,"L2: require(_allocPoint <= MaxAllocPoint, ""add: too many alloc points!!""); | function add(uint256 _allocPoint, IERC20 _lpToken) external onlyOwner","1: function add(uint256 _allocPoint, IERC20 _lpToken) external onlyOwner {\n2:     require(_allocPoint <= MaxAllocPoint, ""add: too many alloc points!!"");\n3: \n4:     checkForDuplicate(_lpToken); // ensure you cant add duplicate pools\n5: \n6:     massUpdatePools();\n7: \n8:     uint256 lastRewardTime = block.timestamp > startTime ? block.timestamp : startTime;\n9:     totalAllocPoint = totalAllocPoint.add(_allocPoint);\n10:     poolInfo.push(\n11:       PoolInfo({ lpToken: _lpToken, allocPoint: _allocPoint, lastRewardTime: lastRewardTime, accBOOPerShare: 0 })\n12:     );\n13:   }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26::StakefishServicesContractFactory,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishServicesContractFactory.sol,createContract,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishServicesContractFactory.sol#L87-L114,i:createContract,top50_weak_or_no_safety,0.9240460600184269,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|contract_inheritance_modifier_summary,very high model score,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L12: bytes memory initData =,L10: require (msg.value <= 32 ether);,"1: function createContract(\n2:         bytes32 saltValue,\n3:         bytes32 operatorDataCommitment\n4:     )\n5:         external\n6:         payable\n7:         override\n8:         returns (address)\n9:     {\n10:         require (msg.value <= 32 ether);\n11: \n12:         bytes memory initData =\n13:             abi.encodeWithSignature(\n14:                 ""initialize(uint24,address,bytes32)"",",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::Actions,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/actions/Actions.sol,_doWork,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/actions/Actions.sol#L38-L64,i:_doWork,,0.9226940994184194,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,very high model score,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L21: uint256 _nextPositionID = Vault(_vault).nextPositionID();,"L20: require(_surrogateID != 0, ""bad surrogate""); | function _doWork(
    bytes memory _data,
    uint256 _msgValue,
    uint256 _surrogateID
  ) internal","1: function _doWork(\n2:     bytes memory _data,\n3:     uint256 _msgValue,\n4:     uint256 _surrogateID\n5:   ) internal {\n6:     // 1. Decode data\n7:     (\n8:       address payable _vault,\n9:       uint256 _posId,\n10:       address _worker,\n11:       uint256 _principalAmount,\n12:       uint256 _borrowAmount,\n13:       uint256 _maxReturn,\n14:       bytes memory _workData",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08::Treasury,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08/contracts/treasury/Treasury.sol,removeVaultManager,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08/contracts/treasury/Treasury.sol#L272-L288,i:removeVaultManager,,0.9225529821103674,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,very high model score,CEI-like state update before external call | owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L3: delete vaultManagerMap[vaultManager];,L2: if (vaultManagerMap[vaultManager] != 1) revert NotVaultManager(); | function removeVaultManager(address vaultManager) external onlyGovernor,1: function removeVaultManager(address vaultManager) external onlyGovernor {\n2:         if (vaultManagerMap[vaultManager] != 1) revert NotVaultManager();\n3:         delete vaultManagerMap[vaultManager];\n4:         // deletion from `vaultManagerList` loop\n5:         uint256 vaultManagerListLength = vaultManagerList.length;\n6:         for (uint256 i = 0; i < vaultManagerListLength - 1; i++) {\n7:             if (vaultManagerList[i] == vaultManager) {\n8:                 // replace the `VaultManager` to remove with the last of the list\n9:                 vaultManagerList[i] = vaultManagerList[vaultManagerListLength - 1];\n10:                 break;\n11:             }\n12:         }\n13:         // remove last element in array\n14:         vaultManagerList.pop();,phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d::Treasury,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/Treasury.sol,registerUnwind,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/Treasury.sol#L303-L314,i:registerUnwind,,0.8893884532893096,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,CEI-like state update before external call | owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L9: _unwind = unwind_;,"L5: require( | function registerUnwind(address unwind_)
        public
        onlyOwner","1: function registerUnwind(address unwind_)\n2:         public\n3:         onlyOwner\n4:     {\n5:         require(\n6:             _unwind == address(0),\n7:             ""Treasury: Unwind already set""\n8:         );\n9:         _unwind = unwind_;\n10:         _chai.approve(address(_unwind), uint256(-1)); // Unwind will never cheat on us\n11:         _vat.hope(address(_unwind));                  // Unwind will never cheat on us\n12:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26::StakefishERC20Wrapper,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishERC20Wrapper.sol,mintTo,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishERC20Wrapper.sol#L50-L63,i:mintTo,,0.8427831130348654,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|nonreentrant_modifier|contract_modifier_access_summary,,nonReentrant guard detected | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L6: bool success = IStakefishServicesContract(_serviceContract).transferDepositFrom(,"nonReentrant/modifier | L2: require(amount > 0, ""Amount can't be 0"");","1: function mintTo(address to, uint256 amount) public nonReentrant {\n2:         require(amount > 0, ""Amount can't be 0"");\n3: \n4:         _mint(to, amount);\n5: \n6:         bool success = IStakefishServicesContract(_serviceContract).transferDepositFrom(\n7:             msg.sender,\n8:             address(this),\n9:             amount\n10:         );\n11:         require(success, ""Transfer deposit failed"");\n12: \n13:         emit Mint(msg.sender, to, amount);\n14:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyOwnership,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,_createKitty,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L380-L434,i:_createKitty,top50_weak_or_no_safety,0.8386939548611827,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|contract_inheritance_modifier_summary,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L20: uint16 cooldownIndex = uint16(_generation / 2);,"L11: // These requires are not strictly necessary, our calling code should make","1: function _createKitty(\n2:         uint256 _matronId,\n3:         uint256 _sireId,\n4:         uint256 _generation,\n5:         uint256 _genes,\n6:         address _owner\n7:     )\n8:         internal\n9:         returns (uint)\n10:     {\n11:         // These requires are not strictly necessary, our calling code should make\n12:         // sure that these conditions are never broken. However! _createKitty() is already\n13:         // an expensive call (for storage), and it doesn't hurt to be especially careful\n14:         // to ensure our data structures are always valid.",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyBase,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,_createKitty,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L380-L434,i:_createKitty,top50_weak_or_no_safety,0.8386937774597454,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|contract_inheritance_modifier_summary,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L20: uint16 cooldownIndex = uint16(_generation / 2);,"L11: // These requires are not strictly necessary, our calling code should make","1: function _createKitty(\n2:         uint256 _matronId,\n3:         uint256 _sireId,\n4:         uint256 _generation,\n5:         uint256 _genes,\n6:         address _owner\n7:     )\n8:         internal\n9:         returns (uint)\n10:     {\n11:         // These requires are not strictly necessary, our calling code should make\n12:         // sure that these conditions are never broken. However! _createKitty() is already\n13:         // an expensive call (for storage), and it doesn't hurt to be especially careful\n14:         // to ensure our data structures are always valid.",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::PerpetualManager,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/perpetualManager/PerpetualManager.sol,setTargetAndLimitHAHedge,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/perpetualManager/PerpetualManager.sol#L247-L260,i:setTargetAndLimitHAHedge,,0.8346378342869496,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,CEI-like state update before external call | owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L9: limitHAHedge = _limitHAHedge;,"L8: require(_targetHAHedge <= _limitHAHedge, ""8""); | function setTargetAndLimitHAHedge(uint64 _targetHAHedge, uint64 _limitHAHedge)
        external
        override
        onlyRole(GUARDIAN_ROLE)
        onlyCompatibleFees(_targetHAHedge)
        onlyCompatibleFees(_limitHAHedge)","1: function setTargetAndLimitHAHedge(uint64 _targetHAHedge, uint64 _limitHAHedge)\n2:         external\n3:         override\n4:         onlyRole(GUARDIAN_ROLE)\n5:         onlyCompatibleFees(_targetHAHedge)\n6:         onlyCompatibleFees(_limitHAHedge)\n7:     {\n8:         require(_targetHAHedge <= _limitHAHedge, ""8"");\n9:         limitHAHedge = _limitHAHedge;\n10:         targetHAHedge = _targetHAHedge;\n11:         // Updating the value in the `stableMaster` contract\n12:         _stableMaster.setTargetHAHedge(_targetHAHedge);\n13:         emit TargetAndLimitHAHedgeUpdated(_targetHAHedge, _limitHAHedge);\n14:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::TestCoreVoting,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/mocks/TestCoreVoting.sol,vote,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/mocks/TestCoreVoting.sol#L193-L230,i:vote,top50_weak_or_no_safety,0.8289883476330776,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|contract_inheritance_modifier_summary,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L12: for (uint256 i = 0; i < votingVaults.length; i++) {,"L8: require(block.number <= proposals[proposalId].expiration, ""Expired"");","1: function vote(\n2:         address[] memory votingVaults,\n3:         bytes[] memory extraVaultData,\n4:         uint256 proposalId,\n5:         Ballot ballot\n6:     ) public returns (uint256) {\n7:         // No votes after the vote period is over\n8:         require(block.number <= proposals[proposalId].expiration, ""Expired"");\n9: \n10:         uint128 votingPower;\n11: \n12:         for (uint256 i = 0; i < votingVaults.length; i++) {\n13:             // ensure there are no voting vault duplicates\n14:             for (uint256 j = i + 1; j < votingVaults.length; j++) {",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyCore,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,setGeneScienceAddress,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L745-L753,i:setGeneScienceAddress,,0.828509024342485,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_after_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,state update after external call,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L2: GeneScienceInterface candidateContract = GeneScienceInterface(_address);,L5: require(candidateContract.isGeneScience());,1: function setGeneScienceAddress(address _address) external onlyCEO {\n2:         GeneScienceInterface candidateContract = GeneScienceInterface(_address);\n3: \n4:         // NOTE: verify that a contract is what we expect - https://github.com/Lunyr/crowdsale-contracts/blob/cfadd15986c30521d8ba7d5b6f57b4fefcc7ac38/contracts/LunyrToken.sol#L117\n5:         require(candidateContract.isGeneScience());\n6: \n7:         // Set the new contract address\n8:         geneScience = candidateContract;\n9:     },phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyAuction,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,setGeneScienceAddress,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L745-L753,i:setGeneScienceAddress,,0.8285089396551037,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_after_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,state update after external call,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L2: GeneScienceInterface candidateContract = GeneScienceInterface(_address);,L5: require(candidateContract.isGeneScience());,1: function setGeneScienceAddress(address _address) external onlyCEO {\n2:         GeneScienceInterface candidateContract = GeneScienceInterface(_address);\n3: \n4:         // NOTE: verify that a contract is what we expect - https://github.com/Lunyr/crowdsale-contracts/blob/cfadd15986c30521d8ba7d5b6f57b4fefcc7ac38/contracts/LunyrToken.sol#L117\n5:         require(candidateContract.isGeneScience());\n6: \n7:         // Set the new contract address\n8:         geneScience = candidateContract;\n9:     },phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyMinting,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,setGeneScienceAddress,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L745-L753,i:setGeneScienceAddress,,0.8285089396551037,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_after_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,state update after external call,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L2: GeneScienceInterface candidateContract = GeneScienceInterface(_address);,L5: require(candidateContract.isGeneScience());,1: function setGeneScienceAddress(address _address) external onlyCEO {\n2:         GeneScienceInterface candidateContract = GeneScienceInterface(_address);\n3: \n4:         // NOTE: verify that a contract is what we expect - https://github.com/Lunyr/crowdsale-contracts/blob/cfadd15986c30521d8ba7d5b6f57b4fefcc7ac38/contracts/LunyrToken.sol#L117\n5:         require(candidateContract.isGeneScience());\n6: \n7:         // Set the new contract address\n8:         geneScience = candidateContract;\n9:     },phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::GSCVault,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/vaults/GSCVault.sol,proveMembership,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/vaults/GSCVault.sol#L56-L101,i:proveMembership,top50_weak_or_no_safety,0.8271103357101378,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|contract_inheritance_modifier_summary,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L9: for (uint256 i = 0; i < votingVaults.length; i++) {,L6: assert(votingVaults.length > 0);,"1: function proveMembership(\n2:         address[] calldata votingVaults,\n3:         bytes[] calldata extraData\n4:     ) external {\n5:         // Check for call validity\n6:         assert(votingVaults.length > 0);\n7:         // We loop through the voting vaults to check they are authorized\n8:         // We check all up front to prevent any reentrancy or weird side effects\n9:         for (uint256 i = 0; i < votingVaults.length; i++) {\n10:             // Call the mapping the core voting contract to check that\n11:             // the provided address is in fact approved.\n12:             // Note - Post Berlin hardfork this repeated access is quite cheap.\n13:             bool vaultStatus = coreVoting.approvedVaults(votingVaults[i]);\n14:             require(vaultStatus, ""Voting vault not approved"");",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeV2,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/exchange/ExchangeV2.sol,_initializeStaking,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/exchange/ExchangeV2.sol#L131-L135,i:_initializeStaking,top50_highest_score|top50_weak_or_no_safety,0.9818597053142305,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,very high model score,CEI-like state update before external call | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L3: _checkpointTimestamp = block.timestamp;,L2: require(_checkpointTimestamp == 0);,1: function _initializeStaking() internal {\n2:         require(_checkpointTimestamp == 0);\n3:         _checkpointTimestamp = block.timestamp;\n4:         _rate = IChessSchedule(chessSchedule).getRate(block.timestamp);\n5:     },phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::Core,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/Core.sol,removeFactory,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/Core.sol#L113-L131,i:removeFactory,top50_highest_score,0.9731879627186301,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,very high model score,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L12: state.factories = state.factories.remove(_factory);,"L7: require( | function removeFactory(
        address _factory
    )
        external
        onlyOwner","1: function removeFactory(\n2:         address _factory\n3:     )\n4:         external\n5:         onlyOwner\n6:     {\n7:         require(\n8:             state.validFactories[_factory],\n9:             ""Invalid Factory""\n10:         );\n11: \n12:         state.factories = state.factories.remove(_factory);\n13: \n14:         state.validFactories[_factory] = false;",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::RebalancingSetToken,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens/RebalancingSetToken.sol,settleRebalance,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens/RebalancingSetToken.sol#L295-L315,i:settleRebalance,top50_highest_score|top50_weak_or_no_safety,0.9644909347500703,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|state_update_after_external_call|contract_inheritance_modifier_summary,state update after external call | very high model score,,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L5: unitShares = SettleRebalanceLibrary.settleRebalance(,,"1: function settleRebalance()\n2:         external\n3:     {\n4:         // Settle the rebalance and mint next Sets\n5:         unitShares = SettleRebalanceLibrary.settleRebalance(\n6:             totalSupply(),\n7:             biddingParameters.remainingCurrentSets,\n8:             biddingParameters.minimumBid,\n9:             naturalUnit,\n10:             nextSet,\n11:             core,\n12:             vault,\n13:             uint8(rebalanceState)\n14:         );",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::CreditFilter,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditFilter.sol,pause,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditFilter.sol#L34-L40,i:pause,top50_highest_score,0.9599913941369538,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,very high model score,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,,L2: require( | function pause() external,"1: function pause() external {\n2:         require(\n3:             _acl.isPausableAdmin(msg.sender),\n4:             Errors.ACL_CALLER_NOT_PAUSABLE_ADMIN\n5:         ); // T:[ACLT-1]\n6:         _pause();\n7:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreAdmin,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreAdmin.sol,removeFactory,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreAdmin.sol#L113-L131,i:removeFactory,,0.9222116680502911,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary,very high model score,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L12: state.factories = state.factories.remove(_factory);,"L7: require( | function removeFactory(
        address _factory
    )
        external
        onlyOwner","1: function removeFactory(\n2:         address _factory\n3:     )\n4:         external\n5:         onlyOwner\n6:     {\n7:         require(\n8:             state.validFactories[_factory],\n9:             ""Invalid Factory""\n10:         );\n11: \n12:         state.factories = state.factories.remove(_factory);\n13: \n14:         state.validFactories[_factory] = false;",phase1b_packet
